""	X8751ID	X8756ID	X875aID	X8827ID	X882gID	X882kID	X882mID	X888eID	X888qID	X888uID	X894cID	X894fID	X894iID	X8751IQ	X8756IQ	X875aIQ	X8827IQ	X882gIQ	X882kIQ	X882mIQ	X888eIQ	X888qIQ	X888uIQ	X894cIQ	X894fIQ	X894iIQ
GB52897	30	37	65	34	46	74	86	9	119	20	69	44	10	8	9	26	13	5	11	19	5	67	3	7	17	0
GB52906	40	18	34	20	22	28	30	12	62	4	58	44	12	6	19	44	25	30	26	44	8	8	4	32	34	10
GB52907	1	3	0	0	1	4	0	4	0	2	0	0	0	1	4	0	0	0	0	0	4	0	2	0	0	0
GB52908	3	38	2	4	1	59	1	3	1	3	3	0	1	2	47	4	1	0	55	1	3	2	3	7	1	0
GB52909	7	133	84	3	25	60	0	22	102	2	85	26	2	4	138	83	2	22	59	1	22	103	1	83	25	2
GB52910	241	359	197	81	105	226	265	83	367	52	290	203	51	188	351	247	74	107	232	271	84	375	57	231	166	32
GB52911	22	44	91	16	24	56	54	29	67	0	78	68	4	23	44	91	16	23	56	54	28	66	0	79	68	4
GB52912	578	831	745	541	1051	1059	1306	393	1663	99	1628	2363	95	589	857	767	550	1055	1059	1419	403	1673	38	1646	2492	102
GB52913	2	0	6	0	0	0	0	1	3	1	1	0	0	0	0	6	0	0	3	0	3	3	0	0	3	0
GB52915	32	66	27	12	27	45	31	20	1	7	100	46	10	32	66	27	12	27	45	31	23	15	5	100	46	10
GB52916	127	125	227	77	48	59	75	49	22	16	197	113	35	128	128	237	79	38	56	83	53	117	29	105	126	25
GB52917	40	71	167	26	47	80	74	21	0	17	133	126	28	0	0	0	26	47	80	74	17	115	20	0	0	1
GB52918	257	396	688	181	170	289	225	161	39	61	617	418	167	257	391	688	181	170	289	225	159	511	95	361	447	106
GB52919	14	11	18	0	0	0	3	4	0	0	6	3	0	14	11	20	0	0	0	3	4	0	0	4	0	0
GB52920	1	0	3	0	1	1	0	1	0	0	1	1	0	0	1	1	1	2	0	0	0	0	0	1	1	0
GB52925	796	641	520	276	635	5246	531	229	514	490	3990	2937	951	806	371	336	117	444	381	232	181	427	285	490	1144	249
GB52926	3	1	3	6	2	0	1	0	2	0	1	12	0	4	0	3	0	0	0	0	0	2	0	2	1	0
GB52927	3	2	8	8	6	1	0	4	5	6	4	1	10	0	0	0	0	0	0	0	0	0	0	4	2	11
GB52928	2	5	3	1	7	5	10	4	2	1	6	9	1	6	4	10	0	3	5	0	1	2	0	0	1	0
GB52930	27	57	43	29	31	13	31	44	37	23	33	46	8	11	56	62	26	32	17	35	8	15	22	30	15	15
GB52933	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	1	0	0	1	0
GB52937	4	7	20	7	16	7	17	1	9	5	5	7	2	2	7	20	7	15	7	9	1	11	5	2	7	3
GB52943	0	0	15	0	0	0	0	0	0	10	35	5	0	0	0	15	0	0	0	0	0	0	10	35	5	0
GB52945	1	5	1	0	2	0	4	1	1	0	5	0	1	4	6	1	2	4	5	3	4	1	0	3	2	1
GB52948	2	8	4	1	3	4	0	1	2	0	7	9	1	2	8	4	1	3	4	0	1	2	0	8	0	0
GB52950	16	34	19	5	21	43	10	20	65	17	42	47	11	9	17	21	4	10	9	7	0	4	12	6	4	6
GB52953	20	8	29	31	40	4	45	11	11	42	20	3	33	17	6	20	4	2	0	42	0	1	0	11	3	14
GB52955	2079	1978	2471	2188	2201	4010	4379	2075	5972	776	8219	5535	1639	2164	2092	2588	2164	2185	4035	4364	2337	6231	774	8218	5536	1633
GB52956	4	2	7	8	5	3	4	1	3	1	1	20	0	7	7	10	0	3	3	1	0	2	1	5	8	0
GB52959	9	16	83	0	81	0	20	1	57	52	13	41	7	1	37	58	1	71	2	21	0	21	20	12	55	16
GB52962	20	46	41	21	27	90	49	24	84	14	67	69	22	20	46	41	21	27	90	49	24	84	14	67	69	22
GB52973	52	96	287	17	20	53	26	17	98	31	110	55	25	53	95	286	8	23	84	26	0	21	5	76	50	27
GB52975	107	182	463	127	155	99	123	34	181	38	259	127	56	125	179	463	140	158	87	81	25	170	51	282	129	67
GB52992	1	11	21	1	9	63	27	1	6	0	62	39	6	1	10	30	2	12	79	27	0	6	0	61	39	6
GB52993	0	0	4	0	4	4	0	0	0	0	1	0	0	0	0	4	0	5	4	0	0	0	0	1	1	0
GB52994	53	70	97	20	21	69	59	57	18	12	116	139	20	53	71	97	20	21	69	59	57	18	12	135	139	20
GB52997	9	1	12	9	1	0	0	1	5	2	3	4	6	4	1	9	3	2	0	0	0	0	2	4	4	6
GB52999	2683	1966	8518	2092	1256	2106	3063	728	3312	674	3667	5676	1286	2636	1931	8478	2068	1250	2042	3034	716	3448	645	3635	5853	1290
GB53001	8	10	72	14	19	25	28	4	26	7	32	29	14	3	7	1	14	19	25	26	4	23	7	26	13	9
GB53006	7	26	21	17	9	0	4	14	24	35	7	11	2	6	9	22	1	3	2	14	14	24	35	7	9	0
GB53008	38	394	281	211	48	34	24	190	475	216	50	35	37	74	52	233	46	75	44	326	193	473	223	57	31	13
GB53011	0	0	4	2	3	6	1	0	0	0	7	10	0	6	5	15	2	3	6	1	0	2	1	7	10	0
GB53012	982	1614	2404	564	628	1041	763	115	603	252	909	724	254	888	1341	1691	563	618	1182	735	110	595	245	877	716	239
GB53013	39	324	366	147	200	324	468	110	322	13	446	341	154	39	325	356	147	200	330	462	108	367	11	441	341	154
GB53014	31	156	112	69	59	152	130	56	210	39	147	133	30	40	246	121	72	90	159	128	60	209	35	133	76	15
GB53015	164	324	2091	440	334	672	1307	189	823	112	726	1232	125	178	327	1852	431	328	787	1298	217	944	111	728	1222	123
GB53016	324	470	2231	508	681	1016	1347	219	1077	338	726	836	115	333	453	1921	412	648	1141	1412	172	811	341	725	829	117
GB53017	132	385	637	205	169	0	437	134	504	84	445	337	74	109	288	531	168	60	674	315	158	517	108	554	171	54
GB53026	0	3	7	0	3	21	9	0	2	0	20	13	2	0	3	10	1	4	26	9	0	2	0	20	13	2
GB53033	1	1	1	0	1	0	0	2	2	0	0	0	0	1	1	1	0	1	0	0	1	2	0	0	0	0
GB53034	30	35	2	3	14	4	1	5	3	13	13	3	4	0	1	1	4	13	9	1	5	3	13	13	3	4
GB53039	5	25	2	1	6	2	1	2	0	1	5	1	3	0	23	2	1	5	1	1	1	0	1	5	1	3
GB53042	5	14	21	1	3	6	6	6	10	8	10	3	2	5	14	21	1	3	6	6	6	10	8	10	3	2
GB53048	105	181	508	46	66	95	97	48	159	78	197	106	34	102	178	503	28	51	108	77	15	72	30	164	89	35
GB53049	105	119	129	68	76	99	78	28	50	19	72	45	27	34	19	37	6	10	35	6	15	11	4	13	13	1
GB53051	1	0	0	1	1	1	1	1	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0
GB53053	0	0	10	6	1	2	4	2	0	1	8	16	1	0	0	10	7	1	0	0	1	0	0	9	16	1
GB53054	37	61	128	12	48	52	36	1	41	31	49	39	17	18	18	78	12	45	56	27	1	36	19	54	42	17
GB53062	116	288	711	121	127	201	312	91	292	66	295	315	58	116	288	711	121	128	201	312	91	294	66	295	315	58
GB53064	441	920	514	342	481	477	649	363	673	204	821	494	150	469	815	431	300	472	418	639	290	707	144	826	492	154
GB53067	2	16	14	9	7	7	13	6	12	0	23	12	3	2	16	14	9	7	7	13	1	1	0	23	12	3
GB53070	102	99	168	69	47	75	94	48	60	21	96	54	28	103	95	168	69	47	75	94	48	60	21	96	54	28
GB53077	5360	8868	18854	6013	5685	14590	25972	2696	14572	2476	21378	27860	2761	5357	8857	18850	6010	5647	14607	25989	2695	14571	2475	21372	27836	2765
GB53078	81	128	599	0	0	1	3	22	725	77	84	48	11	82	130	625	1	1	11	46	22	680	77	71	35	11
GB53096	0	1	0	1	1	1	0	0	0	1	7	1	0	3	3	1	0	6	5	1	2	0	2	7	5	1
GB53099	5	32	2	14	12	4	5	1	17	0	6	6	1	6	34	5	10	9	5	0	1	16	2	5	5	0
GB53101	5	53	30	14	5	19	17	7	18	5	28	24	7	5	52	30	17	6	21	18	7	18	5	1	26	0
GB53104	21	8	44	34	108	23	3	8	24	97	27	21	24	17	9	22	32	120	6	4	6	22	37	33	24	28
GB53109	28	6	105	1	0	3	17	1	37	4	4	4	5	5	15	75	3	2	3	16	5	35	6	5	5	4
GB53111	3	0	4	1	17	1	1	0	1	1	0	3	1	4	1	2	0	16	0	0	0	1	2	1	11	2
GB53112	3	0	6	34	33	62	40	2	9	2	53	56	3	2	1	22	42	39	36	42	2	10	0	44	38	2
GB53114	2	2	1	2	24	14	70	20	0	0	24	28	2	2	3	0	2	24	14	70	28	4	0	26	36	2
GB53115	42	171	22	501	348	135	831	1092	1287	9	387	1164	63	42	168	18	498	348	135	827	1092	1287	9	387	1164	63
GB53116	1291	4810	876	4777	7772	3655	15524	3168	2606	218	16841	6828	3081	1031	3849	823	2368	6758	3469	15183	2232	1434	135	10210	5600	1896
GB53118	714	602	2643	293	276	142	879	11	264	178	938	740	61	403	546	2731	218	260	205	931	66	651	99	788	898	112
GB53119	287	1067	95	470	4548	4901	3145	373	165	36	5411	1175	559	1	0	30	336	1	0	0	373	165	36	2	456	0
GB53120	1	20	13	131	584	34	229	14	13	0	335	57	57	1	18	13	37	376	29	322	12	13	0	313	57	70
GB53122	1	7	11	0	1	3	6	0	3	2	3	6	2	5	7	12	0	6	1	1	0	12	1	4	7	4
GB53124	9	13	51	3	4	11	19	2	10	8	11	9	0	9	13	51	8	2	8	10	2	10	8	8	10	2
GB53126	382	102	443	66	194	210	26	52	278	21	341	83	18	373	93	444	61	181	26	25	55	287	19	307	85	8
GB53139	1906	5170	6454	3820	2183	7636	6034	2017	8256	1933	8058	8443	1745	2550	5041	7992	3622	2108	7637	6078	1995	8240	1909	8159	8434	1746
GB53141	0	0	3	11	19	8	0	1	58	3	2	21	0	0	0	3	11	19	9	0	1	58	3	2	21	0
GB53142	0	91	140	15	20	20	20	10	65	0	15	45	10	0	90	150	15	20	20	20	11	65	0	15	45	10
GB53149	55	103	104	72	99	55	84	85	90	36	92	100	38	55	100	105	74	100	55	81	84	90	36	90	100	36
GB53155	16	16	37	4	13	13	0	1	13	3	36	5	0	0	0	0	4	13	11	0	1	13	3	0	4	0
GB53162	1	4	14	1	11	5	2	0	9	3	11	1	0	2	7	8	2	11	9	4	1	9	5	8	3	1
GB53163	3	4	13	13	5	17	13	1	14	2	23	18	2	4	3	13	13	4	12	13	0	12	2	18	15	4
GB53166	6	15	105	19	5	17	1	0	5	6	4	16	0	6	15	105	19	4	15	0	0	5	6	4	17	0
GB53178	0	2	14	1	2	5	3	1	1	2	4	0	0	0	2	14	0	3	1	0	1	0	2	4	0	0
GB53179	0	0	2	0	0	0	0	1	0	1	0	1	0	1	0	2	1	0	0	0	1	0	1	0	1	0
GB53180	186	346	1164	126	114	364	354	127	179	75	412	526	60	127	256	785	151	110	131	179	89	145	78	319	389	58
GB53181	0	2	0	0	0	0	0	0	1	2	4	0	0	0	0	4	1	0	0	0	0	0	2	5	0	0
GB53183	2	20	27	0	0	1	0	0	16	2	16	11	0	0	9	22	0	0	0	5	1	7	1	11	8	0
GB53192	0	5	2	1	2	2	0	2	0	2	14	3	0	0	0	0	1	2	2	0	1	0	2	14	3	0
GB53196	1	4	4	0	0	3	1	0	2	0	5	2	2	0	3	1	1	0	0	0	0	0	0	1	2	0
GB53199	23	21	98	26	11	26	58	24	45	5	36	83	9	23	21	98	26	11	26	57	24	45	5	36	83	10
GB53200	1	18	0	1	4	7	0	4	0	1	12	4	2	2	1	1	0	0	0	1	0	0	1	7	1	2
GB53202	8	6	17	2	7	5	1	4	15	2	8	4	0	8	6	17	2	6	5	1	4	16	2	8	4	0
GB53205	89	82	318	98	163	71	53	43	154	122	161	126	74	87	83	317	101	165	70	53	40	154	122	120	97	29
GB53209	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	4	0
GB53211	7	394	520	7	16	174	6	29	131	7	91	7	0	37	382	529	3	5	172	11	15	131	4	91	3	0
GB53212	7	18	22	0	0	8	0	2	6	0	4	1	0	7	18	22	0	2	8	0	2	6	0	4	1	0
GB53213	129	943	877	113	192	387	35	103	443	136	304	37	75	79	902	853	26	36	430	16	70	470	13	297	45	99
GB53214	214	1222	1409	358	163	386	221	39	930	50	1573	210	271	203	1221	1397	186	89	604	169	19	854	13	775	227	34
GB53217	125	801	726	113	189	327	35	61	399	136	266	34	75	71	762	693	24	33	367	16	30	424	13	258	43	99
GB53218	24	242	267	1	4	99	1	86	80	3	69	9	1	30	242	276	4	7	100	1	73	71	1	69	9	1
GB53220	18	25	173	32	23	36	52	25	51	10	60	64	18	18	24	175	33	24	36	52	22	49	9	60	66	18
GB53225	0	9	28	4	11	5	9	5	16	12	24	15	2	0	8	36	4	12	6	10	5	15	9	24	15	2
GB53228	51	84	26	17	28	41	7	43	8	16	87	55	15	52	66	27	16	24	34	8	39	8	16	82	52	15
GB53230	12	55	22	17	20	88	59	16	35	13	57	49	15	14	52	22	18	20	88	59	16	35	13	57	49	15
GB53231	12	3	17	1	1	3	3	1	9	4	18	12	1	12	3	17	1	1	3	3	0	0	4	18	12	1
GB53234	2	3	0	5	0	4	2	0	2	0	0	2	1	2	2	0	4	0	2	3	0	2	0	0	2	0
GB53236	4	11	9	4	2	18	3	4	12	3	21	21	1	1	0	13	0	0	0	4	4	11	3	21	21	1
GB53249	17	24	43	11	15	13	20	2	36	6	25	47	13	15	15	40	12	11	12	10	0	30	5	21	45	13
GB53253	8	18	34	11	8	10	7	1	5	1	31	4	1	1	15	26	0	2	1	1	0	0	2	27	3	0
GB53256	126	367	506	43	64	281	212	184	239	24	422	317	42	126	367	525	56	66	5	2	2	2	32	3	0	33
GB53257	195	483	520	122	180	449	418	210	411	140	567	244	43	240	483	624	155	180	516	385	209	410	140	567	244	43
GB53264	0	2	2	0	0	0	0	0	0	1	0	2	0	0	2	2	0	0	0	0	0	0	2	0	2	0
GB53265	10	157	474	125	77	21	64	1	190	90	362	104	93	17	150	481	125	74	19	65	8	194	85	360	102	91
GB53269	11	18	32	8	9	13	10	2	3	3	29	6	6	11	19	32	8	9	13	10	2	3	3	0	8	0
GB53273	57	68	360	20	38	63	75	34	42	30	70	98	25	57	68	360	20	38	63	75	34	42	30	70	98	25
GB53275	1	4	4	2	1	2	2	0	6	2	13	1	2	0	0	0	0	0	0	0	1	1	1	1	4	0
GB53284	60	71	455	24	34	15	34	14	175	29	35	58	35	9	58	191	22	28	18	34	13	125	19	53	18	15
GB53285	6	30	72	24	30	90	97	12	42	0	30	186	6	6	30	72	24	30	96	97	12	42	0	30	193	6
GB53286	82	189	430	191	96	465	268	86	134	59	218	1000	58	60	182	308	191	97	465	264	59	63	52	214	737	48
GB53287	116	213	128	33	93	231	139	30	49	35	202	147	19	84	206	101	34	93	231	139	14	29	28	198	133	13
GB53288	341	408	2876	365	45	3358	338	139	518	517	126	3227	40	109	291	632	365	45	3378	336	40	100	132	93	1730	26
GB53289	112	157	285	91	87	226	168	142	148	37	230	301	46	68	160	106	91	87	226	168	85	42	25	231	138	23
GB53293	16	19	11	17	21	8	14	20	8	18	32	31	5	0	0	0	0	1	0	0	0	0	0	0	0	0
GB53294	5	5	5	1	31	78	28	2	9	1	22	29	9	10	33	4	5	77	7	33	3	9	3	206	27	8
GB53298	24	42	63	28	18	38	20	25	30	8	48	21	5	24	42	63	28	17	38	20	25	30	8	47	20	5
GB53300	3	18	40	5	6	59	31	9	9	7	45	15	1	3	18	40	5	6	58	32	9	9	6	44	15	1
GB53302	12	38	19	6	7	15	4	4	2	3	23	29	1	0	0	2	0	0	0	5	4	4	3	2	1	1
GB53304	23	27	30	8	0	0	40	6	17	1	19	29	3	20	24	29	8	0	0	40	6	16	2	17	28	2
GB53305	4	18	52	13	8	7	18	1	19	13	23	14	4	0	8	11	12	5	2	18	0	1	2	15	10	8
GB53308	19	0	4	9	7	0	20	3	7	0	15	20	1	16	0	4	5	7	0	23	3	7	0	15	14	1
GB53309	0	0	0	6	2	0	0	0	0	0	0	4	0	0	0	3	2	2	2	2	0	0	0	1	2	0
GB53310	63	278	207	77	100	136	187	58	214	76	196	131	32	48	207	172	62	83	181	196	59	233	73	167	99	57
GB53311	9	13	29	2	0	0	3	0	0	5	24	13	3	0	3	2	1	0	18	1	0	0	5	1	0	1
GB53312	543	1440	1023	842	960	2161	3807	560	1307	623	3177	3111	414	511	1523	1039	739	849	2715	3200	601	1462	539	3510	3469	450
GB53313	66	56	48	74	58	260	214	140	178	31	217	285	42	101	93	57	74	58	260	215	140	177	32	216	284	42
GB53314	978	1337	1121	1288	673	2774	3261	1653	3259	436	3237	4008	594	984	1339	1148	1269	665	2785	3209	1645	3247	436	3164	3988	592
GB53315	241	160	137	75	87	62	13	36	28	48	142	73	23	3	2	1	0	1	0	43	44	37	33	7	1	35
GB53318	159	289	509	76	182	184	67	36	105	38	158	146	33	2	3	1	0	0	3	54	36	128	61	3	2	33
GB53319	3	27	70	7	21	75	15	10	32	7	60	50	5	5	26	62	2	13	60	9	19	44	7	47	30	6
GB53320	87	68	170	120	34	33	211	60	306	18	574	262	18	61	11	120	144	8	13	205	91	674	6	542	242	3
GB53321	255	363	639	187	163	274	332	56	89	49	570	553	132	198	374	521	154	114	163	282	212	436	48	337	290	95
GB53322	8	6	14	2	8	1	2	5	4	1	17	3	2	5	4	9	0	0	6	7	14	19	4	16	3	2
GB53323	2343	2996	6009	1409	1355	1888	4187	623	3920	767	3972	3496	567	1815	3216	4834	1416	1349	2012	4218	872	5489	800	3934	3375	565
GB53324	0	1	8	2	0	0	1	1	6	0	6	1	0	1	0	6	2	0	0	0	1	7	0	4	0	0
GB53329	0	0	1	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	2	2	0	0	0	0	5	0
GB53331	7	4	8	9	7	36	31	2	19	3	24	47	4	9	0	20	9	7	36	31	2	20	3	11	20	5
GB53339	0	7	5	0	6	5	2	1	0	0	7	8	2	0	8	5	0	6	5	2	1	0	0	7	8	2
GB53340	2832	2406	11089	1799	1336	2624	3157	1113	4017	865	3058	3814	607	2676	2402	10581	1795	1340	3070	3216	910	2985	898	2903	3694	548
GB53341	254	366	133	222	295	310	324	201	263	127	435	545	133	201	1	123	222	295	310	324	205	265	128	434	545	131
GB53343	0	2	2	11	0	0	0	0	5	0	21	48	16	16	0	4	8	0	0	1	0	5	0	9	24	8
GB53345	10	27	55	13	0	24	65	12	54	0	40	106	13	10	27	59	12	0	41	68	16	121	0	37	94	13
GB53350	3	0	1	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0
GB53351	0	1	0	0	0	0	0	1	2	0	0	3	0	0	1	0	0	0	0	0	1	2	0	1	3	0
GB53352	0	8	25	1	8	9	4	1	11	2	11	18	5	0	8	24	1	8	9	4	1	11	2	7	16	4
GB53353	11	25	79	8	21	2	10	7	38	14	38	35	11	15	20	93	7	21	18	21	16	36	11	38	35	14
GB53354	8	81	36	7	33	59	55	0	22	12	52	70	4	7	78	32	7	33	53	51	0	22	12	52	70	6
GB53355	3	4	7	1	7	1	2	0	20	2	8	12	1	5	2	5	1	2	0	1	0	14	0	4	6	1
GB53356	1	5	10	0	0	0	0	0	25	0	12	0	0	0	7	11	0	5	0	0	0	25	0	10	0	0
GB53367	7	45	58	3	0	10	4	12	18	7	26	12	5	3	16	30	0	2	0	12	3	7	6	6	9	2
GB53368	0	1	0	3	0	0	6	0	0	0	0	1	0	3	3	9	5	0	0	9	0	0	0	2	14	0
GB53373	240	1004	748	244	288	1012	965	64	184	144	968	1672	228	160	967	828	172	232	540	740	232	624	116	968	1672	228
GB53374	26	22	16	8	71	3	6	10	10	10	124	21	61	22	24	14	8	69	5	10	11	15	10	129	23	58
GB53375	15	98	32	95	120	238	238	81	153	57	263	269	38	16	96	40	90	119	227	229	77	139	58	355	393	47
GB53384	30	24	25	31	10	16	35	37	27	7	39	52	6	30	24	25	31	11	49	32	37	27	7	39	52	6
GB53385	1105	765	311	544	463	1335	811	543	842	192	1418	1945	315	27	751	315	544	463	1336	811	579	862	153	1418	1945	315
GB53386	12	6	1	5	0	0	6	14	0	1	21	7	7	0	7	0	6	0	0	7	14	0	1	20	7	7
GB53387	2	9	34	3	0	0	3	0	11	1	21	27	10	0	9	30	3	0	0	3	0	11	1	21	24	10
GB53388	27	70	182	5	9	5	22	5	48	9	17	9	2	6	29	121	1	0	7	1	0	2	2	1	2	0
GB53390	4	48	18	41	65	138	151	19	65	41	140	204	24	5	43	16	41	65	134	148	20	65	41	147	241	21
GB53393	109	122	134	38	57	93	53	25	74	23	61	84	14	109	123	134	38	56	94	53	25	75	23	62	84	14
GB53394	393	529	1199	139	257	327	279	112	522	174	517	392	123	461	607	1278	139	242	307	288	116	532	173	289	243	81
GB53396	286	397	1588	234	146	124	609	92	907	191	291	481	149	293	378	1440	200	173	148	599	174	940	206	230	316	166
GB53403	18	30	33	6	6	22	6	21	21	3	27	24	12	18	30	33	6	9	21	6	21	21	3	27	24	12
GB53407	4	9	3	1	1	2	2	23	16	3	2	0	1	8	4	17	65	24	10	96	29	30	10	10	29	6
GB53414	155	84	200	60	99	45	298	53	167	54	401	268	58	156	83	200	60	100	45	298	53	167	54	401	266	58
GB53419	4	9	10	4	8	11	0	2	0	3	19	9	3	4	9	10	4	9	3	0	3	4	0	21	11	0
GB53420	553	1057	1896	415	371	546	1186	226	1538	252	979	914	74	558	1035	1882	415	354	603	1185	258	1747	251	979	911	73
GB53421	569	470	536	323	437	426	531	374	744	173	929	959	271	552	414	492	189	268	398	566	352	651	140	905	908	282
GB53422	201	281	543	172	141	236	287	46	76	36	480	503	105	154	244	423	139	92	123	236	172	376	38	288	268	82
GB53427	171	504	702	324	449	550	493	0	0	70	1039	968	90	1	0	0	0	0	573	513	0	0	81	0	0	62
GB53428	100	248	567	198	242	563	537	105	134	104	478	293	83	96	218	538	180	201	712	553	109	140	91	407	260	89
GB53429	2	5	5	2	1	1	0	7	3	3	0	3	2	0	0	0	0	0	0	2	5	1	3	0	1	1
GB53431	39	81	117	60	66	57	111	42	99	6	99	78	15	39	78	114	60	66	57	111	42	99	6	99	78	15
GB53433	45	65	70	13	12	14	8	5	12	2	24	16	3	18	26	45	6	4	15	24	12	9	3	12	7	3
GB53435	22	35	63	28	15	30	20	17	30	8	45	18	5	22	34	63	28	15	30	20	17	30	8	44	17	5
GB53437	108	242	84	78	1	139	31	1	1	0	115	91	24	92	234	84	78	0	139	30	73	55	6	114	90	24
GB53441	34	61	156	28	27	78	76	16	65	17	105	59	12	135	202	460	116	106	281	222	65	244	65	353	234	61
GB53443	47	73	215	46	60	109	151	7	80	17	151	138	24	43	79	226	47	65	108	142	7	84	16	158	148	27
GB53445	179	280	712	173	196	410	497	31	323	58	594	526	85	159	301	758	177	219	418	469	28	321	52	576	541	85
GB53458	93	136	382	109	114	246	285	23	142	37	301	315	35	87	149	376	120	129	251	280	23	144	35	290	317	33
GB53459	308	425	1164	364	375	788	907	71	460	120	958	1010	118	300	479	1152	401	444	802	922	77	464	116	942	995	119
GB53461	35	46	123	39	42	95	99	7	47	14	101	95	12	33	53	122	43	48	97	100	10	46	15	98	95	12
GB53464	180	176	540	194	180	388	482	14	241	66	535	504	70	172	187	507	212	214	390	482	14	241	66	510	510	72
GB53465	28	28	82	32	34	64	81	2	40	13	92	86	11	27	29	85	35	37	63	81	2	40	13	88	80	12
GB53467	28	26	77	32	30	59	85	2	37	11	86	76	9	26	26	78	32	35	59	85	2	37	11	80	77	11
GB53473	93	81	207	108	89	152	200	11	52	24	192	168	20	85	82	219	108	97	144	197	11	52	24	180	168	20
GB53474	118	114	260	123	113	193	270	10	69	34	263	215	30	108	115	270	123	127	165	245	14	67	30	237	211	29
GB53479	83	65	166	57	89	124	169	8	40	24	172	110	20	73	64	167	56	89	116	165	8	41	25	161	109	20
GB53482	32	51	99	43	68	89	106	0	18	23	111	65	23	34	61	100	42	66	87	107	0	18	23	88	63	17
GB53483	6	14	29	14	22	25	25	0	6	6	32	16	7	6	14	29	14	22	25	25	0	6	6	28	16	7
GB53485	12	24	53	18	45	46	52	0	12	12	56	27	10	12	25	52	19	46	49	52	0	15	12	48	28	10
GB53486	12	25	39	12	42	43	51	1	12	12	56	26	6	12	25	39	12	42	43	51	0	12	12	48	26	6
GB53487	90	138	122	52	121	162	164	19	49	42	210	104	31	69	98	115	30	113	142	164	7	44	43	161	101	20
GB53490	8	4	5	7	6	20	16	1	0	0	14	4	1	8	4	5	7	6	20	16	2	4	2	21	12	1
GB53491	6	2	3	1	8	14	11	3	1	0	22	4	3	6	0	0	0	7	10	8	3	1	0	22	4	3
GB53494	0	0	0	0	4	0	0	0	12	0	4	0	0	0	0	0	0	4	0	0	0	12	1	6	0	0
GB53496	0	2	2	0	1	1	0	2	3	0	1	7	0	0	0	0	0	9	0	6	3	0	2	3	24	2
GB53497	0	6	19	0	12	0	0	11	64	3	74	93	13	2	10	12	9	14	10	16	5	57	15	77	46	18
GB53500	13	38	40	27	33	23	6	11	20	20	36	39	3	17	40	40	29	31	24	6	9	20	20	33	40	4
GB53503	68	93	21	23	30	48	44	33	26	30	123	92	19	69	97	21	17	30	47	44	35	25	31	4	1	0
GB53505	365	579	1040	312	518	903	938	277	957	190	902	722	173	378	522	978	288	445	858	723	248	790	174	954	747	199
GB53506	495	306	801	279	225	191	462	150	165	147	252	629	109	496	308	794	274	223	188	454	150	165	147	252	624	108
GB53511	9	15	16	2	0	2	1	1	10	2	23	9	2	9	5	20	8	4	4	6	8	7	2	28	11	2
GB53512	1676	4153	2677	1216	1920	3079	4578	1563	6251	1114	2361	4450	795	1672	4153	2678	1889	1857	3854	5876	1563	6307	1089	2650	4252	736
GB53517	0	0	8	0	4	3	0	0	0	0	1	1	0	1	0	8	0	4	3	0	0	0	0	1	2	0
GB53520	2	2	2	0	0	0	0	0	6	2	0	0	0	0	2	2	1	0	0	0	0	6	2	0	0	0
GB53522	0	0	3	0	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0
GB53524	15	60	126	8	1	13	1	4	6	11	27	36	7	15	51	105	7	1	14	4	4	3	11	24	37	7
GB53525	18	44	39	1	0	4	21	4	7	13	4	2	0	18	44	39	1	0	4	22	0	0	0	10	10	0
GB53527	33	18	5	25	6	25	4	0	77	2	35	8	25	26	5	7	71	2	1	2	0	29	2	28	4	25
GB53528	6	0	26	0	0	0	0	2	30	0	20	1	4	6	0	26	8	4	4	12	0	18	0	18	1	2
GB53529	2	1	1	4	4	0	9	5	9	1	4	11	1	1	1	1	5	3	0	11	2	9	1	3	10	1
GB53530	91	60	140	174	180	26	28	38	97	237	92	61	120	80	62	147	176	178	26	32	7	17	21	88	64	120
GB53531	5	189	168	18	13	36	89	40	146	21	161	99	27	7	162	202	18	24	66	95	12	63	23	168	142	21
GB53533	9	47	49	8	12	18	16	11	40	9	65	35	16	32	21	136	7	12	21	11	4	10	3	55	42	5
GB53534	3	0	23	0	2	0	0	0	1	0	2	3	0	3	0	23	0	0	0	0	0	1	0	3	4	0
GB53535	0	2	13	5	5	20	12	1	5	1	11	13	6	1	3	12	5	4	25	13	0	1	1	31	53	2
GB53540	32	46	127	28	36	28	54	20	57	22	78	91	14	42	43	135	31	33	60	56	21	58	22	59	91	14
GB53541	3	2	2	0	2	0	0	1	0	1	7	2	1	3	4	0	0	1	2	0	0	0	1	3	0	0
GB53544	1	9	25	10	1	3	15	6	2	3	32	15	9	0	4	24	9	1	3	16	6	2	3	14	16	9
GB53545	7	21	44	24	5	7	35	17	5	6	69	32	25	2	15	45	21	4	7	37	12	5	6	24	37	18
