""	X8751ID	X8756ID	X875aID	X8827ID	X882gID	X882kID	X882mID	X888eID	X888qID	X888uID	X894cID	X894fID	X894iID	X8751IQ	X8756IQ	X875aIQ	X8827IQ	X882gIQ	X882kIQ	X882mIQ	X888eIQ	X888qIQ	X888uIQ	X894cIQ	X894fIQ	X894iIQ
GB40754	1	1	20	9	64	0	1	1	5	0	19	0	0	4	0	20	9	64	0	0	0	0	0	21	3	0
GB40756	0	0	0	0	1	1	2	0	13	0	2	6	0	0	0	0	0	1	1	2	0	2	0	2	6	0
GB40757	97	109	112	1	4	6	45	1	2	3	1	68	18	97	46	45	1	4	6	45	0	16	4	2	66	18
GB40763	0	2	28	14	24	0	0	0	10	4	0	6	4	6	2	32	6	20	0	0	0	15	4	0	6	4
GB40764	18	26	54	8	35	7	20	4	10	32	19	16	22	36	31	62	1	28	7	18	18	43	11	19	12	30
GB40765	36	72	229	26	27	23	34	16	50	14	87	74	21	41	74	203	30	29	25	41	7	44	13	71	56	18
GB40768	3	5	6	0	0	2	0	0	2	0	0	2	0	3	5	6	0	1	0	0	0	2	0	0	2	0
GB40769	57	107	166	72	85	106	108	44	103	36	193	273	11	27	119	162	29	41	104	70	44	103	36	106	121	15
GB40770	333	476	72	143	294	439	290	251	264	238	838	360	66	76	437	94	143	294	439	290	251	264	238	182	68	69
GB40771	4	4	8	8	28	12	24	4	4	36	0	56	0	4	4	8	8	28	12	24	8	8	0	0	56	0
GB40773	1266	1441	612	922	883	1228	1425	1173	1200	184	1755	1987	435	1267	1439	612	922	883	1228	1425	1173	1200	184	1757	1993	437
GB40775	21	48	6	27	21	26	10	7	0	6	45	34	7	21	48	6	27	21	26	10	6	1	4	45	34	7
GB40785	20	16	75	35	31	27	76	16	15	6	55	69	5	5	13	65	35	31	27	76	0	0	0	0	0	7
GB40789	9	42	117	1	0	0	0	0	38	0	2	57	0	0	38	114	0	1	1	38	0	38	0	1	57	0
GB40791	0	12	37	1	0	0	0	0	12	0	0	18	0	0	12	36	0	0	0	12	0	12	0	0	18	0
GB40794	23	9	44	6	23	12	16	4	20	7	29	21	7	22	9	35	5	17	12	4	0	11	5	10	11	4
GB40797	39	49	133	40	51	43	69	36	82	10	108	84	10	39	49	133	40	51	43	69	0	0	10	108	84	10
GB40808	285	259	817	152	138	172	294	56	261	77	378	393	72	158	220	628	98	70	92	190	17	57	59	222	256	50
GB40809	11	33	46	27	29	51	31	12	16	0	73	74	14	17	22	38	28	29	50	32	1	0	0	70	74	14
GB40811	5	2	8	0	7	7	12	4	6	9	3	2	16	5	2	8	0	6	7	13	4	6	9	3	2	16
GB40815	4	10	8	11	5	19	28	4	15	13	38	24	13	2	10	12	11	5	22	26	1	14	13	38	24	13
GB40816	4	4	2	1	2	1	0	1	1	0	0	1	3	4	4	2	1	2	1	0	0	0	0	0	1	3
GB40818	197	334	1005	230	62	464	199	45	526	29	285	276	30	186	245	828	227	53	460	183	42	548	27	269	249	38
GB40819	0	0	0	0	1	1	2	0	13	0	2	6	0	0	0	0	0	1	1	2	0	2	0	2	6	0
GB40820	19	23	8	3	5	5	2	5	0	0	8	8	1	5	8	1	1	5	2	1	0	1	1	3	2	1
GB40821	0	3	1	1	2	4	9	0	0	1	2	1	8	4	0	0	5	4	6	8	0	0	1	1	2	4
GB40823	740	1297	4294	32	71	38	81	8	894	551	1938	531	171	723	1297	4360	6	12	7	63	8	641	374	645	182	142
GB40824	8	21	87	22	14	25	42	4	16	3	27	34	8	8	21	87	22	12	22	42	4	16	3	27	34	8
GB40830	211	206	226	283	204	681	1645	276	709	12	599	1367	37	218	205	196	282	201	680	1649	280	701	11	600	1365	37
GB40831	76	150	328	63	46	105	69	25	203	40	270	173	25	59	149	348	4	2	7	157	30	193	44	270	173	25
GB40834	0	1	0	3	1	0	0	0	18	0	6	1	0	0	0	0	0	0	3	0	0	18	0	6	0	0
GB40836	0	0	0	0	0	0	4	0	6	0	4	0	0	0	0	0	0	0	0	4	0	6	0	4	0	0
GB40837	16	344	533	1	2	12	20	2	49	17	54	13	10	8	261	457	0	2	13	21	1	45	17	51	12	13
GB40838	42	69	115	16	32	12	48	9	57	38	162	204	8	20	12	52	23	33	197	88	9	57	39	155	197	8
GB40839	1	5	4	3	3	28	1	0	5	1	148	32	0	1	1	0	3	3	28	1	1	7	0	136	31	0
GB40841	0	2	0	0	2	2	0	2	0	0	0	0	0	1	5	2	2	2	3	0	7	0	0	0	0	0
GB40842	12	170	296	53	33	106	153	35	97	50	236	172	18	8	124	141	36	20	153	148	33	76	50	109	82	22
GB40845	677	467	1456	312	362	240	370	232	484	151	583	503	226	676	466	1454	312	362	240	370	232	484	151	583	503	226
GB40847	208	300	532	101	154	128	103	62	178	54	276	202	68	1016	131	430	107	152	131	94	531	2215	102	280	218	71
GB40848	0	0	3	1	0	0	0	0	0	0	2	1	0	2	1	5	0	0	1	0	0	0	0	0	2	0
GB40849	18	34	38	4	32	36	18	10	23	0	31	12	2	21	34	38	4	29	40	14	10	22	0	26	9	0
GB40850	36	41	90	52	30	52	57	20	21	15	58	85	22	37	33	68	52	26	52	56	11	24	10	58	85	22
GB40851	13	10	25	15	10	11	16	5	7	4	16	22	7	12	10	22	15	9	11	13	2	10	2	16	22	7
GB40853	14	6	16	9	6	0	1	9	4	4	14	13	1	13	4	12	8	8	12	1	9	4	4	3	5	6
GB40854	20	25	126	0	0	38	29	15	30	15	40	55	10	20	35	160	15	5	35	20	15	30	10	40	72	20
GB40855	14	34	138	22	21	56	66	10	40	14	75	60	24	18	36	146	28	23	56	64	10	40	11	74	67	29
GB40856	185	391	1132	307	333	795	917	135	456	170	1065	837	286	196	398	1135	318	336	799	917	133	447	172	1034	845	288
GB40860	0	1	0	1	1	0	0	0	0	0	7	20	0	1	1	0	2	1	13	5	0	0	0	7	20	0
GB40861	30	47	53	29	28	44	34	49	22	25	86	96	7	30	47	53	29	27	44	34	49	22	30	86	96	7
GB40864	42	71	220	96	76	148	179	59	94	40	174	224	14	41	73	224	93	73	154	181	59	96	37	174	225	13
GB40865	1067	663	3252	530	766	581	785	132	1041	548	1211	1120	347	718	257	1605	484	651	331	349	74	816	466	1053	897	168
GB40866	659	1063	996	440	436	774	931	951	868	198	1180	1578	280	493	816	987	330	313	565	913	634	932	114	770	1192	184
GB40867	8	4	61	0	0	26	1	0	0	0	6	55	0	8	4	45	0	1	20	0	1	3	0	6	53	0
GB40868	1272	1589	951	629	1227	1627	1183	823	907	467	1678	1765	371	983	1421	873	615	1183	1605	1196	787	835	419	1329	1509	425
GB40871	123	86	80	54	23	54	58	34	115	33	55	36	19	43	35	23	34	29	48	43	5	10	0	55	36	19
GB40872	15	49	46	7	6	10	13	14	1	7	21	18	8	15	49	46	9	0	17	11	14	1	7	30	17	3
GB40875	116	227	929	46	98	195	250	108	0	52	244	272	26	116	227	929	48	11	203	229	108	0	71	330	284	52
GB40876	7	11	12	1	1	3	3	2	0	4	8	5	1	7	11	12	4	0	6	6	2	0	4	12	8	1
GB40880	2	16	2	2	1	9	1	2	0	0	1	4	8	2	16	2	2	1	9	1	1	0	1	7	0	0
GB40884	0	0	0	2	2	3	0	4	0	2	0	0	0	0	0	0	2	2	3	0	4	0	2	0	0	0
GB40885	71	76	82	32	42	19	8	12	7	25	45	36	10	71	76	82	31	20	19	7	12	7	25	54	36	12
GB40893	2	5	0	0	4	0	2	0	0	0	3	5	0	2	5	0	0	0	5	0	0	0	0	8	6	0
GB40894	2	9	3	1	1	4	1	2	0	1	4	6	2	2	9	3	1	1	4	1	2	0	1	0	1	0
GB40895	18	48	19	23	22	33	45	22	36	7	34	73	13	18	48	19	23	22	33	45	22	36	7	33	0	0
GB40906	3	9	6	0	2	15	7	1	1	1	5	8	0	0	1	0	0	2	16	5	1	1	1	5	8	0
GB40907	39	154	264	19	36	74	79	17	85	26	87	213	10	39	154	264	3	38	100	85	41	71	25	87	213	12
GB40908	1616	1241	2205	65	538	222	699	283	1690	394	1671	1498	252	1340	1285	2381	66	525	312	699	319	1732	400	1751	1459	278
GB40909	11	36	16	14	18	32	15	11	2	9	59	28	3	8	29	7	14	18	32	15	11	4	0	59	28	3
GB40913	0	1	14	2	1	1	6	1	2	2	4	2	1	0	3	18	1	2	6	11	0	4	3	3	3	2
GB40914	6	7	5	1	3	1	2	1	2	0	11	8	0	3	5	10	1	1	3	2	0	2	0	4	2	0
GB40915	41	104	759	8	19	23	137	8	577	27	28	16	8	15	20	204	3	10	20	14	12	571	25	21	8	3
GB40916	28	122	137	21	34	42	72	14	78	49	99	46	46	18	104	122	18	30	47	63	16	93	50	117	43	37
GB40917	1	5	5	1	0	1	0	1	20	1	4	0	0	4	5	5	0	2	4	0	1	24	1	8	0	0
GB40920	0	6	25	0	0	0	15	0	24	6	6	0	0	0	0	5	0	0	0	0	0	24	3	6	0	0
GB40922	11	3	313	3	2	2	7	3	183	2	4	7	3	2	5	143	1	3	6	4	6	180	1	2	1	1
GB40929	14	3	26	3	5	7	7	2	4	2	15	3	2	3	10	22	5	0	1	0	2	6	0	0	4	1
GB40930	18	6	26	0	8	2	6	0	19	6	20	14	4	18	6	26	0	8	2	4	0	18	6	18	14	4
GB40932	3	9	6	0	2	15	7	1	1	1	5	8	0	0	1	0	0	2	16	5	1	1	1	5	8	0
GB40942	4	0	3	1	1	0	0	2	0	1	1	3	0	3	1	3	2	0	3	0	2	0	1	2	3	0
GB40944	170	444	1086	234	281	472	571	94	356	140	645	601	47	159	415	929	226	308	575	544	96	356	137	654	606	35
GB40945	44	211	94	184	201	151	256	134	127	39	558	516	137	98	44	24	75	53	95	248	93	100	11	514	463	124
GB40947	0	3	15	0	0	21	3	0	1	0	0	7	1	0	3	14	0	1	11	4	0	1	1	0	7	1
GB40950	253	472	1423	343	284	688	853	176	584	254	880	815	154	240	412	1262	302	323	776	823	180	593	251	891	815	141
GB40952	6	6	58	13	12	24	40	8	28	8	25	17	13	6	5	58	13	12	24	40	8	28	8	24	16	12
GB40958	2	3	1	1	0	1	0	2	0	1	2	0	0	2	1	2	1	1	3	0	3	2	2	2	0	0
GB40960	75	23	73	36	41	38	55	6	52	6	26	5	1	77	25	72	37	38	36	54	3	51	5	27	5	2
GB40961	20	4	7	2	2	3	6	0	6	2	24	13	0	20	2	6	4	2	1	0	0	6	2	4	12	0
GB40967	27	43	229	115	0	428	59	23	46	51	6	223	6	25	47	209	115	0	428	59	23	46	51	4	232	6
GB40971	25	29	286	10	16	14	15	9	28	8	530	12	3	30	188	419	7	4	22	12	8	24	10	295	26	5
GB40972	63	660	1170	634	198	2089	1056	327	1059	143	637	1732	172	66	666	1170	553	150	1514	824	325	1058	141	627	1711	176
GB40973	0	1	0	0	0	0	2	0	1	0	4	0	0	3	2	0	1	3	2	3	3	1	0	4	3	1
GB40974	0	2	1	3	0	0	2	0	0	0	2	3	1	2	3	1	3	0	0	2	0	0	0	2	4	0
GB40975	38	121	157	95	33	90	256	28	14	33	128	40	102	51	125	82	89	24	51	249	10	25	22	139	23	94
GB40976	12	57	336	75	109	66	91	30	34	11	152	140	16	16	59	0	75	112	66	91	30	34	11	173	182	19
GB40977	10	13	59	38	25	28	51	33	17	10	29	78	2	16	14	0	29	25	32	54	33	17	10	33	47	0
GB40979	26	48	54	30	20	16	22	10	26	10	46	38	15	26	48	54	30	20	16	23	10	26	10	46	39	15
GB40980	653	604	928	397	388	382	506	133	485	168	1040	795	183	658	624	676	410	368	369	465	133	485	151	986	756	178
GB40993	0	8	27	0	0	2	2	0	0	15	6	0	0	2	6	27	0	0	1	0	0	0	15	7	5	0
GB40994	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	8	19	0	0	0
GB40996	1	4	11	5	0	0	6	0	2	2	2	6	1	1	3	12	5	0	0	6	0	0	2	2	3	0
GB40997	210	229	161	481	362	736	964	174	310	16	1422	1047	277	160	178	140	306	221	512	585	160	249	17	1401	989	249
GB40999	19	17	24	11	23	20	15	3	7	16	28	20	9	1	3	83	2	4	4	2	11	18	14	28	20	9
GB41000	288	216	330	86	164	166	190	60	174	44	122	176	34	288	216	330	50	86	178	90	60	174	44	142	86	20
GB41002	42	9	93	46	29	4	49	4	34	30	57	173	29	41	7	70	47	5	4	50	2	33	30	31	162	13
GB41003	84	1098	2653	62	68	139	820	37	575	45	672	885	51	116	861	2849	36	47	97	818	27	68	28	665	843	38
GB41011	183	195	574	56	17	89	16	7	195	22	69	164	44	146	176	573	55	14	88	18	7	204	25	66	165	45
GB41018	15	45	59	12	16	48	30	17	25	9	45	38	18	17	45	61	12	17	48	30	17	25	9	48	40	21
GB41035	2	2	2	0	0	1	0	0	0	0	0	0	1	2	2	2	0	0	1	0	0	0	0	0	0	1
GB41036	38	32	86	27	49	57	80	22	41	12	123	99	20	43	34	100	26	31	46	63	25	42	12	115	91	18
GB41045	1	19	22	11	15	12	6	4	3	0	29	25	8	7	0	0	11	15	12	6	4	3	0	29	25	8
GB41047	187	46	93	26	24	11	19	34	38	31	62	34	13	131	43	113	28	31	9	2	22	75	56	50	26	8
GB41049	37	3	28	10	20	20	21	18	12	1	12	2	2	53	7	33	19	22	8	3	4	5	11	14	6	8
GB41052	4	1	6	0	1	1	0	3	3	1	5	2	0	3	0	6	0	1	1	0	0	2	2	0	0	0
GB41058	161	128	472	40	28	44	126	30	155	158	331	85	7	96	122	589	32	35	32	33	13	154	166	69	30	14
GB41060	201	117	467	39	44	2	27	65	232	54	270	129	43	190	109	446	5	49	5	57	66	243	68	277	124	40
GB41072	12	11	35	6	9	33	23	10	0	3	34	40	14	12	13	38	7	9	21	25	12	1	3	26	34	12
GB41073	14	44	164	36	48	77	124	10	60	10	69	90	7	10	42	155	36	48	77	124	10	60	9	69	92	7
GB41074	56	14	80	79	5	69	48	13	147	9	99	112	36	37	25	115	70	0	61	39	15	197	5	106	85	4
GB41093	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0
GB41094	83	53	73	4	28	6	7	2	14	9	177	94	17	196	147	227	42	151	23	95	8	71	54	184	47	72
GB41096	72	44	60	2	27	3	3	1	4	2	163	93	13	192	143	217	40	147	22	82	0	61	53	174	46	66
GB41099	10	13	23	4	2	2	1	1	0	0	8	0	0	6	25	21	0	15	2	3	0	5	3	22	12	7
GB41112	9	17	30	2	2	4	4	1	15	2	6	2	5	9	17	30	2	2	4	4	1	15	2	6	2	5
GB41118	0	0	0	0	1	3	0	0	1	0	3	3	2	0	0	0	0	1	3	0	0	1	0	3	3	2
GB41126	1	3	5	2	3	5	11	4	1	0	7	2	2	5	11	11	6	11	13	23	10	3	1	21	10	7
GB41127	8	14	21	104	136	44	57	8	28	4	16	99	4	1	8	20	102	132	42	54	8	28	4	16	98	4
GB41156	0	0	1	0	2	1	1	0	0	1	8	6	0	1	1	1	0	0	2	0	0	0	0	2	0	0
GB41167	2	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0
GB41174	0	1	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0
GB41193	26	12	48	11	6	18	13	6	23	6	50	28	4	27	13	44	13	6	6	12	5	26	6	49	27	3
GB41196	1	13	42	1	6	6	1	1	2	9	19	10	1	1	13	45	1	6	8	1	1	2	9	14	10	1
GB41201	0	6	0	0	4	4	0	2	1	0	10	8	4	0	6	0	0	4	5	0	2	1	0	10	8	4
GB41203	99	163	269	169	97	248	296	170	305	43	286	254	27	102	165	269	167	101	248	295	171	306	44	286	254	27
GB41211	26	77	154	14	19	54	51	35	49	6	94	86	14	26	77	155	14	19	54	51	35	49	6	49	22	5
GB41212	0	58	275	16	17	105	58	4	17	14	44	30	7	1	81	258	14	13	107	48	3	16	14	41	27	7
GB41214	79	158	328	72	39	14	2	66	149	9	64	124	48	75	162	647	72	38	12	0	47	148	5	50	119	47
GB41220	18	51	229	6	20	19	18	33	63	30	73	79	36	19	58	224	6	20	19	20	34	61	30	80	75	36
GB41221	0	0	0	0	2	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	1	3	3	0	0
GB41223	5	33	23	0	2	9	13	2	14	0	11	13	2	0	27	27	0	18	11	13	2	14	0	8	13	2
GB41224	4	31	48	2	8	10	5	12	5	0	20	16	2	4	31	52	2	4	1	0	12	5	0	20	16	2
GB41225	204	583	513	134	218	834	635	206	179	76	487	613	59	196	562	490	132	221	845	633	227	195	77	414	549	42
GB41226	0	0	1	0	2	2	1	0	2	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0
GB41227	90	154	217	262	260	292	500	98	277	35	277	537	40	75	129	172	333	300	292	488	71	198	25	209	430	32
GB41228	0	0	0	0	0	0	7	1	0	0	4	18	0	0	0	0	0	0	0	7	1	8	0	4	18	0
GB41230	1	0	3	1	2	3	2	0	0	0	2	3	2	1	1	4	2	3	3	1	0	1	0	2	0	1
GB41239	31	63	114	20	27	43	39	24	52	16	75	61	21	28	63	107	19	27	43	39	24	52	16	1	0	0
GB41240	475	3184	2611	786	1139	2337	2476	367	1073	199	942	2459	266	488	3268	2625	784	1155	2348	2452	362	1065	190	941	2455	266
GB41242	607	595	385	212	392	404	274	363	234	141	558	504	161	604	598	385	194	372	276	197	256	207	141	412	366	112
GB41243	14	54	87	43	57	127	152	13	85	3	99	141	21	9	55	91	43	57	127	152	13	85	3	99	141	21
GB41246	2	9	20	5	17	12	22	7	20	9	29	28	3	0	12	23	5	17	11	22	7	20	9	29	28	3
GB41250	39	88	172	12	14	33	25	23	46	22	52	44	16	32	89	159	14	25	16	12	16	35	20	45	43	17
GB41254	14	10	16	5	1	0	0	4	2	1	15	2	0	9	14	8	4	0	0	0	0	0	0	15	0	0
GB41255	20	24	28	10	2	1	2	0	1	1	34	4	0	21	22	52	23	3	3	6	2	7	1	33	0	1
GB41258	8	5	24	0	1	4	14	10	27	2	29	15	5	8	5	29	0	1	4	14	10	28	2	29	16	5
GB41260	18	21	18	1	9	4	28	22	87	9	71	42	0	15	18	21	1	3	37	1	12	57	6	69	42	0
GB41261	18	14	32	4	10	0	20	12	62	8	54	40	8	6	30	24	2	2	24	2	6	36	4	42	34	4
GB41262	1	8	2	1	1	0	6	3	19	0	15	13	4	0	6	8	0	0	8	0	0	4	0	15	13	4
GB41264	0	14	32	2	0	2	4	0	14	0	8	6	0	0	14	32	2	0	4	6	1	14	0	8	6	0
GB41269	2	2	4	1	2	14	1	0	1	0	6	8	0	0	0	0	0	0	2	3	0	3	0	6	8	0
GB41270	16	108	77	109	56	181	210	58	143	12	212	299	54	20	108	108	109	49	200	206	56	208	10	216	310	52
GB41275	51	113	163	22	24	75	76	36	82	15	145	95	25	51	111	163	25	25	76	50	37	82	15	17	98	4
GB41280	311	447	1280	567	301	551	1032	123	366	193	468	993	74	300	438	1226	567	297	552	1028	140	328	189	466	989	72
GB41281	3	20	31	1	19	1	1	0	18	9	2	28	1	2	5	24	2	20	2	3	1	18	8	3	28	1
GB41282	14	28	89	10	14	20	31	3	26	13	48	54	12	7	15	95	10	14	20	31	0	6	5	48	54	12
GB41288	8	17	3	0	6	3	1	4	6	1	14	12	1	0	0	1	2	0	0	0	0	1	1	14	12	1
GB41289	1	0	3	0	5	13	11	0	1	0	0	6	2	1	0	3	0	5	13	11	0	1	0	0	6	2
GB41300	14	45	68	10	12	17	7	9	13	8	58	30	1	14	45	143	2	3	2	0	11	18	0	13	64	6
GB41302	8	19	17	3	6	0	1	3	26	1	4	3	3	8	15	88	3	6	0	1	3	28	5	4	3	3
GB41310	259	2819	489	196	1822	4886	4741	98	830	100	5303	4092	91	173	2925	637	195	1906	6106	4991	98	13411	554	5759	5895	427
GB41311	66	182	262	127	120	291	339	89	336	52	289	370	31	10	10	85	133	126	318	364	91	335	51	288	370	31
GB41312	83	192	405	181	113	211	261	35	34	51	187	356	69	96	197	797	181	114	211	260	35	26	51	232	24	4
GB41313	288	511	830	261	254	591	501	350	304	114	718	788	114	305	482	1342	261	254	590	501	350	297	114	667	818	107
GB41314	25	98	310	3	22	85	57	64	31	23	172	14	12	26	19	1718	3	22	85	58	64	10	23	43	12	25
GB41315	2	8	7	0	1	0	0	3	1	0	0	1	0	2	3	81	0	1	0	0	4	3	0	0	2	1
GB41316	11	36	66	9	28	101	37	18	7	12	96	29	6	5	20	519	9	28	101	37	18	1	12	7	6	2
GB41317	1	16	13	1	33	28	36	12	4	1	48	32	1	0	16	373	0	32	28	36	12	0	1	0	0	0
GB41319	8	96	93	2	8	1	11	74	50	11	86	7	6	6	6	57	1	8	1	9	69	7	8	53	4	2
GB41326	0	24	18	1	0	1	0	19	4	1	3	0	0	0	0	12	1	0	1	0	21	1	0	2	0	0
GB41329	1	10	42	1	3	17	11	6	2	3	32	2	2	2	4	155	1	3	17	11	6	0	3	3	1	5
GB41331	77	50	75	20	32	82	34	25	93	27	41	50	9	66	30	663	20	32	81	34	24	85	27	38	50	9
GB41332	8	33	35	144	126	209	562	290	324	31	274	450	75	142	173	640	147	0	4	18	287	280	35	255	447	75
GB41338	50	164	183	43	23	154	118	29	36	19	104	118	29	48	143	325	42	17	154	114	27	29	21	97	112	28
GB41339	5	48	44	0	0	2	0	9	10	0	26	22	5	0	18	323	0	0	2	0	11	20	0	10	22	5
GB41340	3	4	3	0	0	0	0	2	3	2	7	2	0	0	4	151	2	0	0	0	2	3	2	7	2	0
GB41343	475	504	1109	648	358	879	1024	265	456	249	730	910	253	428	465	4259	645	358	875	1012	270	469	293	729	880	271
GB41347	13	20	29	12	3	6	12	5	24	4	38	6	6	0	3	115	0	7	0	5	5	24	4	38	6	7
GB41352	16	56	168	176	26	143	314	155	289	18	122	24	15	12	60	6238	162	9	150	310	157	295	16	80	22	14
GB41356	113	24	222	13	5	0	5	1	56	32	35	52	0	30	54	1668	12	5	0	5	4	60	5	34	44	0
GB41359	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	76	0	0	0	0	0	0	0	9	0	0
GB41371	3	40	35	0	11	2	2	6	26	1	18	29	5	6	82	32	0	2	3	1	9	33	1	0	14	7
GB41377	55	81	245	99	49	95	175	20	63	34	77	170	12	52	76	214	99	49	95	175	24	56	33	76	170	12
GB41394	0	2	3	0	2	1	1	0	2	1	0	0	0	2	1	2	1	1	1	1	0	1	1	2	0	0
GB41401	123	254	711	381	186	209	658	67	323	97	391	520	51	96	202	536	400	185	221	657	85	324	95	410	587	53
GB41403	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	2	0	0	2	0	1	0	0	0	1	0
GB41405	7	4	2	2	3	3	0	2	1	1	3	3	1	5	6	7	3	1	5	4	2	1	3	8	4	1
GB41407	0	5	0	0	1	0	3	0	2	0	13	4	1	0	1	1	1	1	5	4	0	2	0	13	4	1
GB41408	4	9	3	10	2	2	18	0	16	0	7	22	1	4	3	5	10	2	2	18	0	17	0	5	23	1
GB41409	0	6	24	12	0	6	30	13	13	0	12	25	6	0	6	24	12	0	6	30	2	13	0	0	13	6
GB41414	0	3	0	3	0	0	3	0	2	0	11	6	0	0	4	0	3	1	2	4	0	0	0	11	7	0
GB41415	35	37	100	0	2	3	10	1	138	39	48	22	4	35	37	100	0	2	3	11	1	39	38	48	22	4
GB41417	76	195	387	95	43	71	105	39	136	55	88	148	36	80	186	367	98	44	74	105	42	195	61	91	150	36
GB41425	15	13	61	12	11	10	7	6	46	6	39	10	8	6	4	20	11	11	10	7	6	46	6	40	10	8
GB41429	0	3	14	5	5	5	1	3	11	0	3	2	1	0	3	7	4	5	6	2	3	11	0	3	0	0
GB41430	44	102	245	83	45	120	195	22	130	12	162	169	40	35	107	252	84	45	119	195	21	129	13	163	170	40
GB41440	488	518	1069	280	398	400	651	356	703	184	678	719	192	473	505	1089	289	412	412	668	357	702	176	659	716	190
GB41441	229	181	28	58	156	117	39	90	27	44	165	114	50	1	3	37	58	156	114	39	90	27	44	163	114	50
GB41443	217	211	503	156	143	256	328	143	206	34	313	373	46	217	211	504	156	141	256	328	143	206	34	313	373	46
GB41447	8	23	102	8	6	22	40	4	18	8	32	41	2	8	23	102	8	6	22	40	4	18	8	30	40	2
GB41454	1	7	6	4	1	2	3	0	1	0	7	9	6	1	7	6	2	3	3	0	2	4	1	7	9	6
GB41457	1	0	4	0	0	0	0	1	0	0	1	0	2	0	1	4	0	0	0	0	1	0	0	1	0	3
GB41458	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GB41460	13	4	21	15	28	1	0	5	8	22	87	5	8	6	2	16	16	24	5	0	5	6	17	14	0	0
GB41461	0	9	67	0	4	1	12	0	86	8	60	33	4	16	9	138	0	4	0	8	0	52	8	41	32	4
GB41462	0	3	5	2	15	22	7	8	140	4	22	37	0	0	3	6	2	17	24	3	0	70	0	25	41	0
GB41463	182	329	231	131	106	147	35	147	432	98	178	242	2	181	334	236	99	98	243	35	145	433	98	179	240	0
GB41464	7	9	11	3	13	13	6	6	19	8	12	11	4	9	10	11	3	10	16	3	3	11	5	11	9	2
GB41466	54	106	112	46	30	74	89	40	23	25	131	97	10	52	102	104	45	30	76	49	41	24	25	131	96	10
GB41467	1	19	31	16	21	23	38	4	30	5	46	38	13	0	19	30	14	17	32	35	4	27	3	50	40	13
GB41468	48	64	48	49	85	28	113	24	44	30	90	47	37	72	48	46	42	67	29	109	17	39	61	47	25	30
GB41469	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0
GB41471	27	76	68	34	22	54	54	23	20	17	82	64	10	27	75	68	34	22	54	35	23	20	17	62	47	5
GB41474	325	370	259	95	179	128	149	283	561	148	226	549	84	327	374	258	270	196	512	265	286	562	152	228	563	84
GB41475	3	4	2	4	0	7	4	6	12	0	0	8	0	3	4	1	4	0	7	4	6	12	0	0	8	0
GB41476	13	4	21	15	28	1	0	5	8	22	87	5	8	6	2	16	16	24	5	0	5	6	17	14	0	0
GB41479	1	8	4	2	1	1	2	1	2	0	7	6	2	7	8	4	1	1	1	2	2	1	1	12	27	9
GB41483	3	7	16	0	0	1	0	0	17	3	16	16	0	3	7	16	0	0	1	0	0	18	3	16	16	0
GB41486	102	243	207	81	60	150	108	117	108	33	249	144	15	108	243	207	81	60	150	108	117	108	33	249	144	15
GB41495	985	1161	2213	803	727	1521	1856	572	825	260	1616	1816	211	864	845	2163	628	628	1028	1314	588	1075	187	1609	1815	207
GB41498	618	658	1414	353	507	508	848	473	936	227	818	885	240	616	656	1408	352	506	505	849	483	936	226	818	885	240
GB41505	206	456	882	203	114	294	68	192	440	84	432	281	43	211	343	619	195	116	296	79	179	298	78	428	230	26
GB41507	26	27	65	21	7	67	25	1	55	13	62	16	9	25	28	65	23	7	64	25	0	59	12	63	15	9
GB41508	41	53	55	19	19	24	19	9	62	11	39	47	11	11	12	16	7	9	7	6	5	20	0	5	6	5
GB41512	5	22	43	4	4	4	41	1	14	5	42	3	1	6	16	39	2	4	5	39	0	16	5	45	3	1
GB41513	4	30	19	7	21	18	28	30	26	1	27	27	0	3	24	12	7	22	18	28	32	31	1	21	28	0
GB41515	2	1	0	4	0	0	0	0	7	2	1	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0
GB41516	2	2	3	0	5	1	12	2	10	0	8	1	0	2	2	3	1	5	1	12	0	24	1	4	0	0
GB41518	15	94	207	36	22	53	57	29	45	27	57	54	30	15	85	180	36	22	53	57	30	100	31	57	54	30
GB41519	22	26	102	7	21	12	13	9	16	23	47	27	14	12	12	85	7	21	12	13	9	16	23	48	28	14
GB41520	363	403	833	169	274	817	521	253	282	136	477	479	57	318	353	846	167	273	811	520	251	290	137	474	481	53
