"","ID","GeneID","GenbankID","OtherID"
"455","rna454","409780"," Genbank:XM_026439162.1","GB49723"
"456","rna455","409780"," Genbank:XM_026439148.1","GB49723"
"457","rna456","409780"," Genbank:XM_026439141.1","GB49723"
"458","rna457","409780"," Genbank:XM_026439190.1","GB49723"
"459","rna458","102656720"," Genbank:XR_001702295.2)",""
"460","rna459","102656720"," Genbank:XR_003304210.1)",""
"461","rna460","102656333"," Genbank:XR_408870.3)",""
"462","rna461","100577895"," Genbank:XM_026446261.1","GB52267"
"463","rna462","100578042"," Genbank:XR_003306099.1)",""
"464","rna463","100578042"," Genbank:XM_026445217.1)",""
"465","rna464","408618"," Genbank:XM_026442677.1","GB52266"
"466","rna465","408618"," Genbank:XM_026442676.1","GB52266"
"467","rna466","102654856"," Genbank:XR_003305305.1)",""
"468","rna467","102655012"," Genbank:XR_409142.3)",""
"469","rna468","102656903"," Genbank:XR_003305308.1)",""
"470","rna469","102656828"," Genbank:XR_003305303.1)",""
"471","rna470","102656828"," Genbank:XR_003305304.1)",""
"472","rna471","107965033"," Genbank:XR_001704391.2)",""
"473","rna472","107965033"," Genbank:XR_003305306.1)",""
"474","rna473","113218984"," Genbank:XR_003305307.1)",""
"475","rna474","724233"," Genbank:XM_006561912.3","GB53219"
"476","rna475","408619"," Genbank:XM_006561913.3","GB53220"
"477","rna476","408619"," Genbank:XM_392160.6","GB53220"
"478","rna477","408619"," Genbank:XM_026445754.1","GB53220"
"479","rna478","408620"," Genbank:XR_409249.3","GB53208"
"480","rna479","408620"," Genbank:XM_392161.7","GB53208"
"481","rna480","102653658"," Genbank:XM_006561914.3)",""
"482","rna481","408621"," Genbank:XM_392162.7","GB53222"
"483","rna482","102653893"," Genbank:XM_006561917.3)",""
"484","rna483","412319"," Genbank:XM_395780.7","GB53223"
"485","rna484","412319"," Genbank:XM_006561916.3","GB53223"
"486","rna485","412319"," Genbank:XM_006561915.3","GB53223"
"487","rna486","412319"," Genbank:XM_026442581.1","GB53223"
"488","rna487","113218842"," Genbank:XR_003304851.1)",""
"489","rna488","724535"," Genbank:XM_026441250.1","GB53206"
"490","rna489","724535"," Genbank:XM_026441248.1","GB53206"
"491","rna490","724535"," Genbank:XM_026441254.1","GB53206"
"492","rna491","724535"," Genbank:XM_026441253.1","GB53206"
"493","rna492","724535"," Genbank:XM_026441258.1","GB53206"
"494","rna493","724535"," Genbank:XM_026441242.1","GB53206"
"495","rna494","724535"," Genbank:XM_026441246.1","GB53206"
"496","rna495","724535"," Genbank:XM_026441259.1","GB53206"
"497","rna496","102653954"," Genbank:XM_016911157.2)",""
"498","rna497","102653954"," Genbank:XR_409251.3)",""
"499","rna498","102653954"," Genbank:XR_409250.3)",""
"500","rna499","102653920"," Genbank:XM_006561918.3)",""
"501","rna500","107964158"," Genbank:XR_001702356.2)",""
"502","rna501","551321"," Genbank:XM_623718.5","GB53201"
"503","rna502","724720"," Genbank:XM_001120612.4","GB53228"
"504","rna503","102654159"," Genbank:XM_026441279.1)",""
"505","rna504","724795"," Genbank:XM_001120697.5","GB53229"
"506","rna505","551388"," Genbank:NM_001040264.1","GB53230"
"507","rna506","411799"," Genbank:XM_395266.7","GB53199"
"508","rna507","414017"," Genbank:XM_026441293.1","GB53231"
"509","rna508","414017"," Genbank:XM_026441285.1","GB53231"
"510","rna509","414017"," Genbank:XM_026441289.1","GB53231"
"511","rna510","552530"," Genbank:XR_003305418.1","GB52140"
"512","rna511","552530"," Genbank:XR_003305417.1","GB52140"
"513","rna512","552530"," Genbank:XR_003305406.1","GB52140"
"514","rna513","552530"," Genbank:XM_026443160.1","GB52140"
"515","rna514","552530"," Genbank:XR_003305404.1","GB52140"
"516","rna515","552530"," Genbank:XM_026443149.1","GB52140"
"517","rna516","552530"," Genbank:XM_026443148.1","GB52140"
"518","rna517","552530"," Genbank:XM_026443146.1","GB52140"
"519","rna518","552530"," Genbank:XM_026443162.1","GB52140"
"520","rna519","552530"," Genbank:XM_026443157.1","GB52140"
"521","rna520","100577342"," Genbank:XM_006561922.3","GB53235"
"522","rna521","102654398"," Genbank:XM_006561923.3)",""
"523","rna522","413244"," Genbank:XM_396690.7","GB53236"
"524","rna523","413244"," Genbank:XM_006561924.3","GB53236"
"525","rna524","551531"," Genbank:XM_026443501.1","GB53237"
"526","rna525","412107"," Genbank:XM_395573.6","GB53196"
"527","rna526","726685"," Genbank:XM_026446262.1","GB14946"
"528","rna527","100578513"," Genbank:XM_003249940.4","GB53238"
"529","rna528","409290"," Genbank:XM_006561926.2","GB53194"
"530","rna529","409290"," Genbank:XM_016917948.2","GB53194"
"531","rna530","100577369"," Genbank:XM_016917879.2","GB53239"
"532","rna531","100577369"," Genbank:XM_003249936.4","GB53239"
"533","rna532","107966055"," Genbank:XM_026445618.1)",""
"534","rna533","551842"," Genbank:XM_624227.6","GB53240"
"535","rna534","551842"," Genbank:XR_003306171.1","GB53240"
"536","rna535","100577454"," Genbank:XM_003249937.4","GB53192"
"537","rna536","551892"," Genbank:XM_006561927.3","GB12942"
"538","rna537","551892"," Genbank:XM_624278.6","GB12942"
"539","rna538","551892"," Genbank:XM_006561928.3","GB12942"
"540","rna539","551909"," Genbank:XM_624294.6","GB53191"
"541","rna540","107963991"," Genbank:XM_026445633.1)",""
"542","rna541","107963991"," Genbank:XM_026445632.1)",""
"543","rna542","552083"," Genbank:XM_624461.6","GB53190"
"544","rna543","409584"," Genbank:XM_393087.7","GB53245"
"545","rna544","724578"," Genbank:XM_026442151.1","GB53189"
"546","rna545","724578"," Genbank:XM_026442152.1","GB53189"
"547","rna546","724578"," Genbank:XM_026442156.1","GB53189"
"548","rna547","413437"," Genbank:XM_396881.6","GB53246"
"549","rna548","414038"," Genbank:XM_006561938.2","GB53188"
"550","rna549","414038"," Genbank:XM_397474.6","GB53188"
"551","rna550","552602"," Genbank:XM_006561937.3","GB53247"
"552","rna551","414037"," Genbank:XM_006561930.3","GB53249"
"553","rna552","414037"," Genbank:XM_397473.6","GB53249"
"554","rna553","414037"," Genbank:XM_006561931.3","GB53249"
"555","rna554","414037"," Genbank:XM_016917793.2","GB53249"
"556","rna555","414037"," Genbank:XM_016917794.2","GB53249"
"557","rna556","414037"," Genbank:XM_006561936.3","GB53249"
"558","rna557","414037"," Genbank:XM_006561934.3","GB53249"
"559","rna558","414037"," Genbank:XM_006561935.3","GB53249"
"560","rna559","552628"," Genbank:XM_625002.6","GB53186"
"561","rna560","725317"," Genbank:XM_001121177.5","GB53250"
"562","rna561","725317"," Genbank:XM_006561940.3","GB53250"
"563","rna562","552648"," Genbank:XM_006561939.3","GB53185"
"564","rna563","725418"," Genbank:XM_001121269.5","GB53184"
"565","rna564","413950"," Genbank:XM_006561941.3","GB53251"
"566","rna565","413950"," Genbank:XM_006561942.3","GB53251"
"567","rna566","107963979"," Genbank:XM_026442425.1)",""
"568","rna567","102655724"," Genbank:XR_409257.3)",""
"569","rna568","102655724"," Genbank:XR_409256.3)",""
"570","rna569","725532"," Genbank:XM_001121365.5","GB53253"
"571","rna570","725532"," Genbank:XM_006561946.3","GB53253"
"572","rna571","725574"," Genbank:XM_006561948.3","GB53183"
"573","rna572","100578104"," Genbank:XR_003306334.1)",""
"574","rna573","100578131"," Genbank:XR_003305370.1)",""
"575","rna574","552676"," Genbank:XM_006561949.3","GB53256"
"576","rna575","552676"," Genbank:XM_026441180.1","GB53256"
"577","rna576","412511"," Genbank:XM_006561950.3","GB53180"
"578","rna577","100578247"," Genbank:XM_026446263.1","GB53178"
"579","rna578","113218578"," Genbank:XR_003306045.1)",""
"580","rna579","725720"," Genbank:XM_006561955.3","GB53257"
"581","rna580","725720"," Genbank:XM_006561954.3","GB53257"
"582","rna581","102656395"," Genbank:XM_006561956.3)",""
"583","rna582","725745"," Genbank:XM_001121554.5","GB53177"
"584","rna583","113219256"," Genbank:XM_026445349.1)",""
"585","rna584","725841"," Genbank:XM_016917074.2","GB54847"
"586","rna585","725841"," Genbank:XM_016917078.2","GB54847"
"587","rna586","725841"," Genbank:XM_001121644.5","GB54847"
"588","rna587","725841"," Genbank:XM_016917061.2","GB54847"
"589","rna588","412141"," Genbank:XM_395605.6","GB54848"
"590","rna589","102656812"," Genbank:XM_026438972.1)",""
"591","rna590","102656812"," Genbank:XM_006562508.3)",""
"592","rna591","551819"," Genbank:XM_624204.6","GB54845"
"593","rna592","727479"," Genbank:XM_001123187.5","GB54851"
"594","rna593","727479"," Genbank:XM_006562510.3","GB54851"
"595","rna594","727479"," Genbank:XM_006562512.3","GB54851"
"596","rna595","727479"," Genbank:XM_006562513.3","GB54851"
"597","rna596","727479"," Genbank:XM_006562516.3","GB54851"
"598","rna597","727479"," Genbank:XM_026438946.1","GB54851"
"599","rna598","727479"," Genbank:XM_006562511.3","GB54851"
"600","rna599","727479"," Genbank:XM_006562515.3","GB54851"
"601","rna600","413303"," Genbank:XM_026441934.1","GB54852"
"602","rna601","413303"," Genbank:XM_026441936.1","GB54852"
"603","rna602","413303"," Genbank:XM_026441929.1","GB54852"
"604","rna603","413303"," Genbank:XM_026441937.1","GB54852"
"605","rna604","551443"," Genbank:XM_016917799.2","GB54844"
"606","rna605","551443"," Genbank:XM_006562519.3","GB54844"
"607","rna606","551443"," Genbank:XM_006562518.3","GB54844"
"608","rna607","551411"," Genbank:XM_623804.6","GB54854"
"609","rna608","550789"," Genbank:XM_623179.5","GB54855"
"610","rna609","725816"," Genbank:XM_003250068.4)",""
"611","rna610","412282"," Genbank:XM_395743.7","GB54843"
"612","rna611","412282"," Genbank:XM_006562520.3","GB54843"
"613","rna612","550903"," Genbank:XM_623298.6","GB54842"
"614","rna613","408616"," Genbank:XM_006562525.3","GB54841"
"615","rna614","408616"," Genbank:XM_026446055.1","GB54841"
"616","rna615","408616"," Genbank:XM_026446053.1","GB54841"
"617","rna616","408616"," Genbank:XM_006562527.3","GB54841"
"618","rna617","408616"," Genbank:XM_016913824.2","GB54841"
"619","rna618","408616"," Genbank:XM_016913819.2","GB54841"
"620","rna619","408616"," Genbank:XM_026446054.1","GB54841"
"621","rna620","408616"," Genbank:XM_016913826.2","GB54841"
"622","rna621","408616"," Genbank:XM_006562524.3","GB54841"
"623","rna622","408616"," Genbank:XM_006562529.3","GB54841"
"624","rna623","408616"," Genbank:XM_392157.6","GB54841"
"625","rna624","408616"," Genbank:XM_006562526.3","GB54841"
"626","rna625","408616"," Genbank:XM_006562523.3","GB54841"
"627","rna626","102654549"," Genbank:XR_409477.3)",""
"628","rna627","102654478"," Genbank:XR_409475.3)",""
"629","rna628","102654454"," Genbank:XR_001704122.2)",""
"630","rna629","113219397"," Genbank:XR_003306501.1)",""
"631","rna630","102654413"," Genbank:XR_409472.3)",""
"632","rna631","102654358"," Genbank:XR_001704121.2)",""
"633","rna632","102654358"," Genbank:XR_001704120.2)",""
"634","rna633","102654358"," Genbank:XR_409469.3)",""
"635","rna634","100577822"," Genbank:XR_003306495.1)",""
"636","rna635","100577822"," Genbank:XR_003306496.1)",""
"637","rna636","100577822"," Genbank:XR_003306494.1)",""
"638","rna637","100577822"," Genbank:XR_003306500.1)",""
"639","rna638","100577822"," Genbank:XR_003306497.1)",""
"640","rna639","100577822"," Genbank:XR_003306493.1)",""
"641","rna640","100577822"," Genbank:XR_003306498.1)",""
"642","rna641","100577822"," Genbank:XR_003306499.1)",""
"643","rna642","100577822"," Genbank:XR_409462.3)",""
"644","rna643","100577822"," Genbank:XR_409463.3)",""
"645","rna644","102654894"," Genbank:XM_026446056.1)",""
"646","rna645","113218819"," Genbank:XR_003304786.1)",""
"647","rna646","410754"," Genbank:XM_006562539.3","GB54838"
"648","rna647","410754"," Genbank:XM_006562538.3","GB54838"
"649","rna648","551383"," Genbank:XM_623778.6","GB54837"
"650","rna649","552743"," Genbank:XM_625118.6","GB15798"
"651","rna650","107965891"," Genbank:XM_016917628.2)",""
"652","rna651","409517"," Genbank:XM_006562537.3","GB54861"
"653","rna652","412528"," Genbank:XM_016914069.2","GB54835"
"654","rna653","412528"," Genbank:XM_006562536.3","GB54835"
"655","rna654","412528"," Genbank:XM_016914074.2","GB54835"
"656","rna655","412528"," Genbank:XM_006562535.3","GB54835"
"657","rna656","412528"," Genbank:XM_395983.7","GB54835"
"658","rna657","408615"," Genbank:XM_392156.7","GB54831"
"659","rna658","551202"," Genbank:XM_006562540.3","GB54830"
"660","rna659","410753"," Genbank:XM_394229.6","GB54865"
"661","rna660","408614"," Genbank:XM_016914059.2","GB54829"
"662","rna661","408614"," Genbank:XM_392155.7","GB54829"
"663","rna662","100578445"," Genbank:XM_026442974.1","GB54866"
"664","rna663","100578445"," Genbank:XM_026442966.1","GB54866"
"665","rna664","100578445"," Genbank:XM_026442970.1","GB54866"
"666","rna665","410752"," Genbank:XM_006562544.3","GB54867"
"667","rna666","410752"," Genbank:XM_016914045.2","GB54867"
"668","rna667","410752"," Genbank:XM_006562547.3","GB54867"
"669","rna668","410752"," Genbank:XM_016914051.2","GB54867"
"670","rna669","410751"," Genbank:XM_394227.6","GB54868"
"671","rna670","408613"," Genbank:XM_026439523.1","GB54827"
"672","rna671","408613"," Genbank:XM_026439452.1","GB54827"
"673","rna672","408613"," Genbank:XM_026439512.1","GB54827"
"674","rna673","408613"," Genbank:XM_026439483.1","GB54827"
"675","rna674","408613"," Genbank:NM_001145735.2","GB54827"
"676","rna675","107964984"," Genbank:XR_001704253.2)",""
"677","rna676","100577782"," Genbank:XR_001706443.2","GB40936"
"678","rna677","100577782"," Genbank:XR_003304162.1","GB40936"
"679","rna678","102655057"," Genbank:XM_026442534.1)",""
"680","rna679","412523"," Genbank:XM_016917891.2","GB40938"
"681","rna680","726298"," Genbank:XM_026441721.1","GB40963"
"682","rna681","726298"," Genbank:XM_026441716.1","GB40963"
"683","rna682","726298"," Genbank:XM_026441713.1","GB40963"
"684","rna683","726298"," Genbank:XM_006562778.3","GB40963"
"685","rna684","113218896"," Genbank:XR_003305010.1)",""
"686","rna685","100577655"," Genbank:XM_006562777.3)",""
"687","rna686","102654581"," Genbank:XR_001706473.2)",""
"688","rna687","102654581"," Genbank:XR_001706468.2)",""
"689","rna688","102654581"," Genbank:XR_409546.3)",""
"690","rna689","102654581"," Genbank:XR_001706471.2)",""
"691","rna690","107966071"," Genbank:XR_003306165.1)",""
"692","rna691","413735"," Genbank:XM_006562773.3","GB40955"
"693","rna692","413735"," Genbank:XM_397174.7","GB40955"
"694","rna693","726221"," Genbank:XM_001120404.5","GB40939"
"695","rna694","410043"," Genbank:XM_393529.6","GB40941"
"696","rna695","410043"," Genbank:XM_006562775.3","GB40941"
"697","rna696","409468"," Genbank:XM_006562770.3","GB40944"
"698","rna697","409468"," Genbank:XM_016916096.2","GB40944"
"699","rna698","409468"," Genbank:XM_016916121.2","GB40944"
"700","rna699","409468"," Genbank:XM_006562764.3","GB40944"
"701","rna700","409468"," Genbank:XM_006562765.3","GB40944"
"702","rna701","409468"," Genbank:XM_006562766.3","GB40944"
"703","rna702","409468"," Genbank:XM_006562767.3","GB40944"
"704","rna703","409468"," Genbank:XM_006562769.3","GB40944"
"705","rna704","409468"," Genbank:XM_016916134.2","GB40944"
"706","rna705","409468"," Genbank:XM_006562768.3","GB40944"
"707","rna706","409468"," Genbank:XM_016916130.2","GB40944"
"708","rna707","409468"," Genbank:XM_026446271.1","GB40944"
"709","rna708","409468"," Genbank:XM_016916137.2","GB40944"
"710","rna709","102653866"," Genbank:XR_003306538.1)",""
"711","rna710","102653866"," Genbank:XR_003306536.1)",""
"712","rna711","102653866"," Genbank:XR_003306537.1)",""
"713","rna712","102653866"," Genbank:XR_003306534.1)",""
"714","rna713","102653866"," Genbank:XR_003306533.1)",""
"715","rna714","726449"," Genbank:XM_006562763.3","GB40949"
"716","rna715","552636"," Genbank:XM_006562758.3","GB40945"
"717","rna716","552636"," Genbank:XM_026444380.1","GB40945"
"718","rna717","552636"," Genbank:XM_026444383.1","GB40945"
"719","rna718","726088"," Genbank:XM_001120202.5","GB40946"
"720","rna719","726088"," Genbank:XM_006562757.3","GB40946"
"721","rna720","412397"," Genbank:XM_006562755.3","GB40948"
"722","rna721","412397"," Genbank:XM_006562756.3","GB40948"
"723","rna722","412397"," Genbank:XM_623086.6","GB40948"
"724","rna723","412285"," Genbank:NM_001145738.1","GB40867"
"725","rna724","412285"," Genbank:XM_006563202.3","GB40867"
"726","rna725","412285"," Genbank:XM_016911642.2","GB40867"
"727","rna726","412285"," Genbank:XM_016911667.2","GB40867"
"728","rna727","100578115"," Genbank:XR_409676.3)",""
"729","rna728","409417"," Genbank:XM_392932.7","GB40711"
"730","rna729","409418"," Genbank:NM_001160050.1","GB40866"
"731","rna730","727596"," Genbank:XM_026446341.1","GB40712"
"732","rna731","727596"," Genbank:XM_006563296.3","GB40712"
"733","rna732","409798"," Genbank:NM_001011636.1","GB40713"
"734","rna733","724192"," Genbank:XM_001119962.5","GB40864"
"735","rna734","100577977"," Genbank:XR_003306123.1)",""
"736","rna735","100577977"," Genbank:XR_003306122.1)",""
"737","rna736","100577977"," Genbank:XM_026445343.1)",""
"738","rna737","100577977"," Genbank:XM_016912812.2)",""
"739","rna738","107964644"," Genbank:XR_001703523.2)",""
"740","rna739","102656214"," Genbank:XR_001703514.2)",""
"741","rna740","410034"," Genbank:XM_026445345.1","GB40716"
"742","rna741","724280"," Genbank:XM_001120086.4","GB40862"
"743","rna742","410033"," Genbank:XM_026440705.1","GB40717"
"744","rna743","410033"," Genbank:XM_006563288.3","GB40717"
"745","rna744","724327"," Genbank:XM_001120148.5","GB40861"
"746","rna745","724327"," Genbank:XM_006563289.2","GB40861"
"747","rna746","724327"," Genbank:XM_006563290.3","GB40861"
"748","rna747","410032"," Genbank:NM_001178025.1","GB40718"
"749","rna748","410032"," Genbank:NM_001178026.1","GB40718"
"750","rna749","410032"," Genbank:XM_006563201.3","GB40718"
"751","rna750","102655811"," Genbank:XM_016912778.2)",""
"752","rna751","102655811"," Genbank:XM_006563287.3)",""
"753","rna752","413693"," Genbank:XM_026446264.1)",""
"754","rna753","100576321"," Genbank:XM_026439503.1","GB40859"
"755","rna754","100576321"," Genbank:XM_026439504.1","GB40859"
"756","rna755","411794"," Genbank:XM_006563283.2","GB40720"
"757","rna756","412190"," Genbank:XM_395653.6","GB40858"
"758","rna757","102655540"," Genbank:XM_006563281.3)",""
"759","rna758","412189"," Genbank:XM_395652.7","GB19920"
"760","rna759","409383"," Genbank:XM_026444867.1","GB40857"
"761","rna760","409383"," Genbank:XM_026444811.1","GB40857"
"762","rna761","409383"," Genbank:XM_026444850.1","GB40857"
"763","rna762","409383"," Genbank:XM_006563274.3","GB40857"
