""	X8754AD	X875cAD	X875gAD	X8820AD	X882cAD	X882pAD	X888aAD	X888hAD	X888jAD	X894bAD	X894qAD	X894rAD	X8754AQ	X875cAQ	X875gAQ	X8820AQ	X882cAQ	X882pAQ	X888aAQ	X888hAQ	X888jAQ	X894bAQ	X894qAQ	X894rAQ
GB54541	11	63	56	14	20	44	274	179	26	18	7	17	12	21	13	4	22	27	278	170	25	7	2	2
GB54543	7	16	10	6	1	2	3	8	16	5	7	7	5	2	0	6	2	3	8	0	0	9	0	0
GB54545	11	18	12	5	1	15	24	27	22	11	12	8	15	19	12	5	1	15	24	27	22	0	0	3
GB54546	15	20	36	35	14	28	50	12	90	33	7	24	18	20	37	33	15	29	49	12	88	34	9	27
GB54548	4	3	37	54	26	129	32	102	57	21	24	1	0	3	29	34	24	101	31	101	58	18	9	2
GB54551	4	0	12	23	4	4	3	4	16	2	11	17	5	1	15	23	3	2	0	1	8	3	3	9
GB54553	2	2	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	1	3
GB54556	209	47	316	205	106	464	364	386	310	322	302	395	178	92	295	104	39	316	325	232	220	270	280	365
GB54557	162	41	212	170	72	255	281	495	446	266	136	193	178	43	234	151	72	237	288	391	354	219	124	174
GB54571	691	35	303	168	139	519	425	386	252	415	430	345	691	34	302	169	121	518	429	390	255	416	429	348
GB54574	20	3	7	16	7	26	9	15	14	14	0	11	20	3	7	24	3	36	33	34	52	14	0	11
GB54578	1	3	16	1	3	25	11	18	4	1	13	5	1	3	16	1	3	25	11	18	4	0	0	0
GB54579	75	6	63	11	30	166	151	99	15	37	94	67	112	0	0	11	30	166	68	58	3	37	94	67
GB54580	0	6	4	0	0	10	27	2	2	0	3	3	0	9	3	0	0	10	27	2	2	0	3	3
GB54582	40	11	39	8	28	48	97	93	53	54	53	35	69	8	0	0	0	2	78	93	53	53	53	35
GB54584	0	8	8	10	6	18	17	19	13	12	10	11	2	4	1	10	6	18	17	19	13	12	10	11
GB54593	4	7	4	9	1	3	5	8	4	3	20	0	2	9	1	9	1	3	5	8	4	3	20	0
GB54595	7	7	5	3	1	4	35	14	12	5	3	3	7	7	0	3	1	4	35	14	12	5	2	3
GB54596	0	3	9	4	5	12	18	3	3	8	9	13	1	2	0	4	5	12	18	3	3	8	9	12
GB54598	0	0	1	4	0	25	2	3	2	2	2	6	1	2	0	4	0	25	2	3	2	2	2	6
GB54600	18	16	35	22	11	50	75	130	83	45	14	22	21	18	0	22	11	51	82	133	84	45	14	22
GB54602	1	0	3	0	0	5	10	3	0	0	2	1	0	0	0	0	0	5	10	3	0	0	2	1
GB54603	2	19	13	1	8	15	37	46	12	21	16	9	3	19	8	1	8	15	37	46	12	11	14	6
GB54606	9	52	41	9	55	161	109	53	10	22	119	40	11	49	1	9	55	161	109	53	10	22	119	40
GB54608	0	6	4	0	0	10	27	2	2	0	3	3	0	9	3	0	0	10	27	2	2	0	3	3
GB54609	15	6	23	5	6	48	72	78	31	11	8	5	16	11	0	5	6	48	72	78	31	11	8	5
GB54611	885	1938	2808	1240	1136	2450	1711	2591	1255	1365	1218	1113	804	1736	1825	1240	1136	2450	1710	2591	1255	1364	1218	1113
GB54612	0	3	0	1	0	1	1	6	6	2	9	1	2	0	0	1	2	1	1	6	6	1	9	0
GB54622	5	32	20	5	9	21	28	24	0	6	12	22	5	32	20	5	9	21	28	24	0	6	12	20
GB54625	305	35	244	80	77	224	182	222	153	242	129	134	304	33	243	79	77	214	187	222	153	243	124	135
GB54634	502	24	727	210	68	317	328	589	637	526	229	349	439	20	587	194	123	314	327	590	637	413	159	312
GB54639	34	83	68	37	30	55	75	82	66	50	68	52	13	21	24	26	8	19	28	46	53	21	8	16
GB54643	15726	1684	20415	11027	8426	23553	26886	35243	23254	28806	14375	18643	15635	1660	20357	11302	5325	23310	26270	34683	22900	28786	14338	18595
GB54645	0	2	2	1	0	0	0	4	0	0	0	1	0	2	1	1	0	0	0	4	0	0	0	1
GB54649	29	16	32	11	1	13	13	15	21	19	8	27	29	15	31	11	1	12	13	16	21	16	7	9
GB54650	6	3	4	1	9	34	19	17	2	0	23	6	11	0	6	1	9	34	19	17	2	0	23	6
GB54651	0	3	1	0	1	3	7	0	0	0	2	3	0	0	2	0	1	3	7	0	0	0	2	3
GB54658	211	56	142	111	78	201	278	412	305	215	98	130	143	25	92	111	78	201	278	412	305	215	98	149
GB54668	5	3	2	0	2	2	0	6	3	5	1	0	7	3	2	2	2	1	0	3	2	5	1	0
GB54672	27	21	25	11	15	47	78	44	23	19	56	33	27	21	25	11	15	47	0	0	0	19	56	33
GB54674	15	25	12	13	8	40	12	12	15	24	28	33	15	23	12	13	8	40	13	12	15	23	28	33
GB54690	63	159	115	88	8	30	19	292	14	21	13	59	52	157	108	88	7	23	11	279	7	12	8	51
GB54692	93	630	477	121	84	514	476	459	268	381	369	256	24	145	109	83	63	444	476	459	268	400	369	256
GB54693	454	1768	1207	661	553	3977	1566	1327	818	1444	1357	950	454	1767	1207	651	554	3929	1566	1325	799	1445	1361	950
GB54706	3	0	11	1	2	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GB54714	228	239	603	659	380	1167	868	1002	462	920	731	777	148	157	361	658	382	1170	830	1062	532	708	616	564
GB54716	9	27	51	13	0	20	6	24	21	13	1	19	9	24	43	11	1	9	6	30	16	16	1	11
GB54718	88	188	190	101	51	222	279	357	191	148	106	129	88	188	190	102	49	227	279	356	191	148	106	129
GB54720	4	31	11	17	10	46	9	14	5	13	24	29	2	18	7	17	18	45	10	13	6	9	18	20
GB54722	36	78	82	58	6	30	86	141	111	20	42	31	33	78	79	58	3	30	86	143	109	19	44	32
GB54723	48	35	219	32	13	169	52	106	30	96	111	150	48	33	221	31	12	121	53	106	32	71	60	113
GB54724	24	57	51	22	17	68	20	21	12	31	34	28	24	57	51	21	16	64	20	21	12	28	33	28
GB54728	16	11	14	5	2	23	14	16	12	20	14	21	7	2	8	2	0	15	8	3	8	14	10	15
GB54731	449	998	985	733	461	1196	1308	922	680	953	628	770	476	676	634	739	449	1185	825	678	472	952	628	772
GB54732	16	35	1	0	41	61	77	65	40	21	56	51	16	37	0	0	41	62	75	65	40	22	56	51
GB54735	21	13	32	61	17	92	115	143	35	96	14	52	22	13	33	60	17	91	115	143	35	97	18	53
GB54738	4	4	29	8	4	21	12	11	4	20	8	10	10	6	24	8	5	18	12	10	2	21	10	9
GB54742	4	9	17	5	4	24	6	18	9	18	5	19	2	11	22	4	14	24	6	18	9	19	6	18
GB54745	0	2	16	2	0	4	1	7	9	4	10	4	2	5	16	3	0	4	1	6	9	4	10	4
GB54750	2	2	3	0	0	1	0	3	5	3	1	7	2	1	8	0	0	0	1	3	5	4	1	10
GB54751	7	8	11	4	7	4	6	9	10	2	0	2	7	8	11	4	7	4	0	1	0	0	0	0
GB54754	8	2	9	0	6	19	8	1	4	3	2	9	8	2	9	0	6	19	8	1	4	1	0	0
GB54763	20	3	23	8	5	6	31	30	17	4	0	5	20	3	23	8	4	6	31	29	17	4	0	4
GB54767	3	4	2	0	0	0	1	9	5	2	0	9	2	3	2	0	0	4	1	9	5	3	0	8
GB54771	2	1	2	0	0	0	2	3	0	2	1	1	1	0	0	0	0	0	0	4	0	1	1	1
GB54773	1598	455	2908	739	226	791	3515	4441	4256	919	310	821	1564	438	2864	308	392	360	3406	4367	4149	523	183	481
GB54775	1	1	0	0	1	3	1	2	1	1	5	2	0	2	0	0	0	1	1	2	1	1	5	1
GB54777	5	3	4	1	5	9	8	36	17	10	10	7	4	6	1	1	5	8	7	18	14	7	7	8
GB54782	15	4	55	4	6	12	10	6	16	24	24	47	25	5	54	2	2	14	9	5	14	15	21	39
GB54783	30	44	43	12	23	96	67	51	9	40	44	27	32	38	43	12	21	84	57	30	3	34	49	28
GB54784	22	14	87	6	12	72	29	29	7	39	62	50	23	14	87	6	11	21	29	29	7	8	10	15
GB54785	58	68	107	11	1	70	128	312	121	114	56	122	85	68	78	44	1	59	131	182	55	9	30	76
GB54786	7	10	14	5	0	4	12	23	11	27	6	13	7	10	15	11	7	3	11	22	11	3	2	3
GB54789	83	184	179	99	49	219	264	346	190	147	99	123	83	184	179	102	48	221	264	346	190	147	99	123
GB54791	3	2	3	8	1	21	29	3	2	5	8	13	1	2	3	7	2	20	4	8	1	3	4	5
GB54798	79	7	54	21	29	104	112	103	44	75	28	32	87	6	59	21	29	104	112	103	44	4	33	27
GB54802	53	110	74	58	50	29	59	463	179	20	30	20	49	60	37	15	16	24	29	547	218	20	30	20
GB54803	2	4	2	8	0	6	3	5	7	3	1	0	2	4	3	5	0	2	2	6	9	5	0	4
GB54804	802	1272	751	1467	2502	3388	772	1755	1176	1353	2220	1978	802	1272	750	1467	2504	3391	771	1757	1176	1353	2220	1978
GB54806	20	17	33	9	15	22	26	29	25	32	17	17	20	17	33	9	15	22	26	29	25	25	14	8
GB54807	0	15	10	12	5	14	14	18	20	13	7	4	0	13	10	12	5	14	14	18	20	15	7	5
GB54810	26	83	57	48	40	13	50	436	154	8	6	16	22	33	20	5	6	8	20	519	193	8	6	16
GB54818	1297	884	4288	2405	3052	10947	3662	2360	1483	8132	4816	7691	1116	756	4244	2404	3049	10963	3660	2360	1481	8127	4801	7679
GB54827	71	37	113	106	65	221	159	75	185	173	122	156	88	38	137	101	68	221	134	60	178	180	108	155
GB54829	3	2	18	4	4	25	5	15	5	12	8	5	6	2	19	4	4	25	0	0	0	0	0	7
GB54835	1424	9856	6935	1320	1239	7075	8059	5795	1689	3014	5914	3511	1404	9837	6939	1320	1239	7075	7923	5075	1692	3014	5915	3371
GB54837	150	8	107	30	41	165	129	136	50	36	57	113	22	1	43	16	16	45	119	138	4	3	8	106
GB54839	4	10	22	8	15	38	14	44	20	16	2	6	0	6	16	8	15	38	14	44	20	16	2	6
GB54840	122	90	361	151	6	295	594	675	123	178	69	125	121	92	359	148	6	297	591	734	128	176	63	126
GB54841	118	181	223	132	45	239	214	281	413	169	114	118	118	200	231	134	40	238	196	270	414	159	77	84
GB54842	16	26	53	10	18	98	145	145	47	35	47	23	14	22	30	6	27	66	152	145	47	10	37	27
GB54843	0	11	12	0	5	17	68	21	13	12	16	8	0	8	12	0	5	18	81	23	13	5	9	1
GB54844	95	114	79	6	48	81	20	52	32	53	77	56	49	106	85	105	99	89	21	52	51	64	106	73
GB54845	0	4	0	0	5	6	10	3	1	4	11	0	0	2	2	3	3	0	10	3	1	4	11	1
GB54847	17	0	19	8	8	42	63	96	45	25	0	3	17	0	19	8	8	41	62	96	45	25	0	2
GB54850	9	9	0	0	0	0	9	8	12	2	4	3	9	9	0	0	0	0	9	8	11	2	4	3
GB54851	13	2	2	4	9	9	32	27	24	21	14	8	4	11	1	4	5	2	31	18	22	21	14	8
GB54852	69	142	262	64	154	212	108	246	49	117	92	129	45	92	146	44	113	209	81	204	50	54	38	126
GB54853	20	54	38	19	49	72	68	62	38	45	51	57	4	30	47	22	31	54	72	65	35	41	40	47
GB54857	10	3	27	26	16	74	57	122	50	28	0	2	17	1	29	26	16	74	55	120	48	38	2	0
GB54858	6	3	12	7	2	10	11	16	11	5	1	0	6	2	12	7	2	10	12	17	12	4	0	1
GB54859	86	118	253	102	179	471	160	536	267	233	60	160	41	75	232	98	200	465	166	535	272	233	54	160
GB54860	0	0	0	2	3	0	2	5	6	1	1	0	1	0	1	0	0	1	4	5	3	0	1	0
GB54863	378	2450	1564	421	336	1671	1272	969	534	846	1179	609	378	2450	1562	421	336	1671	1024	675	236	386	548	500
GB54864	4	3	6	0	0	0	6	2	0	1	0	2	4	2	5	0	0	0	1	2	3	1	0	2
GB54866	3	5	8	4	4	8	14	22	17	15	3	8	3	2	2	6	4	5	11	24	17	7	0	4
GB54868	6	56	20	27	70	275	223	229	68	115	54	35	2	41	34	13	68	306	215	228	68	127	58	40
GB54870	3	5	8	0	0	1	0	1	0	0	3	1	8	5	11	0	0	1	2	1	1	2	4	0
GB54885	22	16	32	10	9	30	10	18	9	35	23	11	22	14	28	8	10	30	7	15	6	36	28	14
GB54886	279	1151	778	248	152	609	439	548	341	547	318	417	266	1087	746	249	187	580	470	456	242	465	240	420
GB54892	4	5	10	0	2	1	6	0	0	5	0	4	4	5	10	0	2	2	7	0	0	5	0	4
GB54893	28	8	302	23	7	74	28	40	29	32	34	47	17	6	214	22	7	69	18	30	12	25	32	50
GB54903	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0
GB54904	2	2	0	14	8	20	22	76	44	4	0	0	2	2	0	14	8	20	22	74	44	4	0	0
GB54906	37	73	31	50	30	132	98	115	55	116	103	100	0	6	25	51	29	114	79	103	58	111	96	92
GB54908	221	308	590	8	0	148	167	498	324	174	54	118	221	308	590	8	0	148	166	492	320	174	54	116
GB54909	0	1	0	1	1	1	2	0	2	2	1	0	0	1	0	1	1	2	1	0	2	0	1	0
GB54918	0	0	2	0	0	0	1	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	4	1
GB54921	2	6	5	8	3	7	3	12	9	4	3	6	2	6	5	8	3	7	15	26	6	3	0	4
GB54923	9	0	21	11	26	39	15	9	3	19	8	24	6	1	21	10	21	35	17	26	7	19	8	24
GB54933	60	42	60	70	34	66	80	206	196	58	46	44	72	46	68	48	30	64	81	206	194	58	16	22
GB54935	47	24	104	138	46	117	270	343	71	146	75	92	114	72	261	123	39	99	173	278	49	146	87	93
GB54942	35	240	407	143	58	451	109	204	49	144	175	115	38	239	407	151	59	462	101	202	52	154	168	114
GB54949	324	564	897	514	270	900	1156	1712	802	661	458	698	330	554	911	514	270	902	1158	1749	816	653	463	694
GB54950	10	22	60	16	9	22	44	58	42	40	20	31	9	22	60	15	9	21	44	57	43	41	21	30
GB54959	3	4	6	3	11	24	26	14	4	8	9	9	2	4	4	0	8	12	26	14	4	9	9	9
GB54973	8	31	15	1	9	82	79	24	5	21	141	48	1	25	21	2	12	0	80	24	5	21	141	48
GB54986	342	296	1240	1203	751	1746	745	1529	1326	1130	356	635	480	319	559	506	559	1674	631	1376	1298	1226	541	632
GB54987	216	102	90	61	1	67	107	372	174	49	37	79	169	67	65	14	3	63	98	373	170	66	35	95
GB54988	271	517	546	257	86	336	632	872	860	474	127	286	231	508	410	289	65	502	627	874	860	449	77	298
GB54990	43	14	79	46	45	109	99	91	92	109	96	87	43	14	79	46	44	110	98	88	93	104	96	87
GB54993	24	24	26	10	17	35	48	42	17	9	37	25	24	24	26	10	17	35	0	21	7	9	37	24
GB54994	25	13	21	17	16	28	38	40	54	28	16	22	25	13	21	17	16	28	2	33	47	28	16	22
GB54998	391	39	333	89	103	246	285	281	222	178	151	260	395	39	343	90	116	266	202	201	201	187	137	264
GB54999	1	12	5	1	4	31	34	15	10	13	21	27	3	14	7	1	7	36	34	15	10	13	21	27
GB55000	94	269	1257	234	137	294	248	496	170	149	279	209	97	269	1270	230	138	293	249	496	170	142	276	212
GB55007	2	6	5	8	3	7	3	12	9	4	3	6	2	6	5	8	3	7	15	26	6	3	0	4
GB55020	1292	1014	1293	587	388	1043	670	1776	1218	1099	546	678	696	670	1234	594	387	983	613	1058	784	941	488	449
GB55026	1	0	0	0	0	0	0	0	1	0	0	0	4	5	0	2	8	13	1	2	3	8	12	13
GB55033	282	47	245	138	182	322	114	199	152	226	171	381	270	56	242	137	180	322	112	198	152	226	165	379
GB55036	10	243	133	13	38	110	81	29	38	43	6	30	13	251	130	13	36	101	80	30	36	51	10	32
GB55043	75	25	135	10	0	0	0	40	20	30	0	0	75	25	135	10	0	0	65	125	91	116	40	70
GB55046	0	0	29	2	0	27	4	62	1	52	1	1	5	0	30	3	4	80	6	59	3	52	1	0
GB55054	0	5	0	0	0	1	0	0	0	0	2	0	0	5	0	0	0	1	2	0	0	0	2	0
GB55058	5	3	4	0	0	3	1	0	0	2	8	0	6	4	4	0	0	3	2	0	1	2	9	0
GB55061	171	107	156	520	133	134	13	5	18	5	6	6	34	4	11	8	10	8	12	17	49	10	10	20
GB55070	7	70	48	31	35	131	56	92	41	62	71	31	7	69	48	31	35	131	56	92	41	62	71	31
GB55073	209	306	363	349	76	311	175	320	241	412	143	260	209	306	366	350	79	308	212	333	326	403	136	254
GB55074	719	1064	1569	1253	324	1144	723	1241	983	1617	692	988	722	1060	1564	1253	323	1142	844	1311	1269	1619	694	987
GB55077	0	0	0	0	0	0	0	0	0	0	1	0	5	9	15	2	7	17	24	10	0	6	17	8
GB55088	14092	3205	18993	8699	4619	12812	20789	26948	19372	18389	9365	13956	13496	3182	18948	8364	4650	12762	20669	26857	19368	18381	9364	13632
GB55089	101	33	132	91	56	110	72	163	79	163	92	86	101	33	132	90	56	110	71	161	79	163	92	86
GB55094	10	12	32	10	12	12	28	70	16	30	8	16	10	12	32	3	4	12	28	70	16	14	6	11
GB55096	392	4359	847	2088	807	1994	3784	2121	2426	3648	3435	3681	392	4359	846	2091	810	1996	3784	2066	2425	3649	3435	3680
GB55114	10	4	14	1	2	11	1	3	0	2	6	4	8	4	11	1	3	2	2	2	1	3	0	0
GB55116	24	14	45	32	43	57	40	51	5	57	22	66	22	14	44	33	41	57	40	52	4	57	23	66
GB55117	0	1	3	0	0	3	0	3	1	4	4	5	0	1	3	0	0	3	0	1	1	0	4	3
GB55118	1	1	3	1	0	4	1	1	1	6	4	4	0	0	3	0	0	4	1	1	1	4	4	3
GB55123	0	0	6	4	0	0	1	3	0	2	0	4	0	0	6	4	0	0	1	3	0	2	0	3
GB55151	29	25	124	36	34	69	49	32	9	90	42	78	24	15	122	36	34	68	38	38	17	12	8	26
GB55154	105	30	260	0	35	215	140	181	80	105	105	110	105	30	260	0	35	215	140	181	80	115	105	105
GB55155	106	335	211	161	99	371	445	576	347	151	98	148	92	297	86	179	104	387	398	560	331	120	95	163
GB55162	162	88	209	118	66	268	209	342	214	137	140	94	158	86	175	120	66	265	209	342	214	139	150	102
GB55170	10	6	5	5	4	25	16	6	9	16	6	9	12	8	5	5	6	30	48	28	33	8	1	3
GB55171	20	302	179	1421	611	8	413	2838	1154	6	0	2	12	260	83	679	295	2	411	2838	1154	7	0	2
GB55178	0	8	2	0	0	0	1	1	3	2	8	0	2	8	4	0	0	0	1	2	2	2	8	0
GB55180	99	48	364	87	53	69	49	106	46	46	77	98	102	49	348	87	51	68	41	105	40	44	71	93
GB55183	254	106	358	120	46	355	363	362	224	362	233	498	254	104	330	93	38	348	309	359	229	335	219	472
GB55184	36	26	149	106	72	186	180	103	108	185	58	243	37	24	149	107	72	187	186	77	108	188	56	240
GB55188	38	19	28	34	17	38	60	111	52	21	17	8	39	18	28	34	17	39	60	111	51	21	13	8
GB55190	179	103	353	172	59	279	744	799	517	324	187	179	15	63	243	174	78	291	698	735	504	302	162	158
GB55196	80	19	204	5	5	45	53	17	11	51	7	43	89	25	203	46	16	29	60	21	35	46	5	31
GB55198	95	41	315	81	45	50	38	106	38	32	64	81	99	42	310	81	43	49	39	105	39	32	62	82
GB55200	3	11	10	0	8	16	7	2	0	7	7	7	0	10	11	2	0	38	4	0	0	9	6	9
GB55201	20	302	179	1421	611	8	413	2838	1154	6	0	2	12	260	83	679	295	2	411	2838	1154	7	0	2
GB55202	12	45	24	0	0	1	0	14	4	0	0	0	12	44	24	0	0	1	16	32	16	0	0	12
GB55203	24	10	174	10	35	117	30	5	21	16	25	29	66	63	27	4	8	19	49	15	38	2	7	2
GB55206	1	3	1	0	0	1	0	0	0	2	0	1	0	0	1	0	2	1	0	0	0	1	1	1
GB55208	19	6	13	5	4	15	1	3	2	8	2	1	1	3	17	5	4	15	1	3	2	8	2	1
GB55212	21	20	130	0	5	22	54	56	14	11	63	36	7	4	64	0	5	22	51	64	14	11	35	21
GB55213	24	15	62	19	26	64	34	13	5	60	74	91	24	15	62	19	26	64	29	12	3	46	64	84
GB55224	29	67	152	128	170	111	227	195	117	123	45	125	28	66	144	128	170	111	226	194	117	123	44	125
GB55225	350	635	800	488	195	1061	963	1451	803	488	500	328	199	397	288	469	186	1063	933	1481	845	265	268	209
GB55226	205	375	416	414	303	795	1080	1097	821	746	674	592	250	540	21	414	303	795	1069	1078	815	757	705	609
GB55228	294	115	449	225	54	291	273	375	332	275	171	210	290	121	445	222	54	293	273	375	332	290	171	214
GB55229	3460	1604	3026	1583	747	2835	2750	3412	2687	2361	1628	2195	3406	1566	2976	1580	748	2835	2723	3399	2653	2288	1643	2201
GB55231	22	15	103	20	25	42	29	7	9	62	26	43	20	14	103	20	25	42	26	16	17	0	0	0
GB55237	79	113	85	39	19	66	159	161	130	75	39	52	92	111	90	39	24	70	152	181	128	73	43	57
GB55238	4	1	5	5	0	3	5	6	9	3	0	1	4	2	6	5	0	3	5	6	9	3	1	2
GB55239	16	7	8	14	2	14	18	43	24	12	2	3	16	7	8	14	3	14	18	44	24	12	0	4
GB55241	50	58	131	48	56	73	139	246	153	89	41	25	50	56	131	48	56	72	142	256	156	88	41	24
GB55247	8	32	25	14	1	12	43	34	43	19	14	33	8	30	26	6	9	23	40	31	41	19	14	33
GB55260	470	112	121	189	91	336	94	84	161	407	176	238	478	116	120	189	91	346	76	102	113	407	176	238
GB55261	6	12	17	1	1	2	8	10	8	3	8	4	9	2	10	1	1	3	4	4	3	5	10	5
GB55262	2	5	9	0	2	0	2	0	0	4	6	3	2	1	7	0	2	0	0	0	0	4	4	3
GB55263	80	337	651	0	0	35	486	145	27	216	786	331	8	268	10	15	24	616	32	2	6	19	26	12
GB55265	4	2	18	1	13	23	4	3	3	7	8	11	4	6	17	2	7	25	5	3	3	7	8	11
GB55268	3	2	15	2	6	20	3	3	2	18	13	24	0	5	0	2	6	18	9	3	2	15	13	25
GB55272	328	157	522	327	152	492	699	1062	751	455	238	338	119	164	206	329	155	495	710	1053	754	455	238	319
GB55274	471	880	1497	541	559	2282	1372	1644	973	1328	733	1034	417	890	1274	536	549	2277	1371	1595	965	1309	728	1031
GB55275	40	70	129	46	50	120	90	88	49	71	181	109	8	65	21	40	43	96	93	85	45	71	181	110
GB55276	4679	12618	17837	13146	6748	13864	12551	16542	10337	9259	8844	9333	4677	12591	17480	12202	6524	13713	12621	16463	10393	8955	8833	9375
GB55279	7	7	2	0	0	9	7	10	5	7	3	8	9	6	1	0	0	8	5	5	4	7	3	8
GB55280	258	510	621	301	417	835	689	442	253	837	1122	1030	68	442	369	48	359	688	664	375	160	808	1106	1030
GB55283	0	1	0	0	1	0	6	4	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
GB55284	146	101	191	72	31	97	111	162	120	139	86	120	146	101	191	49	40	96	114	176	96	139	86	120
GB55285	3	5	8	0	0	0	3	1	0	0	1	0	3	3	11	0	3	2	4	1	0	1	3	1
GB55287	48	89	82	129	40	108	206	302	249	94	51	120	39	47	145	156	31	144	176	325	144	67	51	129
GB55290	93	29	59	41	18	33	81	146	87	67	28	50	93	29	59	40	18	33	81	146	87	63	26	49
GB55291	146	101	192	72	31	98	111	163	120	139	86	120	146	101	191	49	40	96	114	176	96	139	86	120
GB55292	417	304	558	242	99	288	343	476	365	419	241	349	417	303	552	172	126	291	353	519	296	415	240	350
GB55293	1091	848	1297	755	283	859	1148	1556	1357	894	538	774	1066	832	1250	698	280	851	1132	1535	1244	912	485	718
GB55294	996	723	1294	499	314	1244	930	1170	951	916	592	774	1067	891	1931	907	363	1159	1021	1499	1249	1753	858	1214
GB55299	6	76	32	34	20	46	26	48	26	28	32	40	6	76	30	34	20	47	26	73	8	28	32	40
GB55300	234	242	338	306	205	593	448	441	573	717	762	845	234	244	337	306	195	589	447	441	573	717	769	845
GB55301	2001	5816	8248	5779	3055	6351	5362	6865	3950	3932	3977	4184	2004	5766	8139	4861	2915	6223	5336	6851	3956	3908	3943	4222
GB55302	1425	3969	5422	4524	2102	4150	4250	5966	3921	2776	2483	2616	1395	3971	5171	4530	2090	4128	4359	5896	3947	2508	2517	2606
GB55303	41	71	133	48	50	121	90	88	49	71	183	110	9	69	23	42	43	99	94	86	45	71	183	111
GB55304	410	763	1352	490	528	2020	1224	1456	850	1226	707	886	359	765	1148	485	519	2016	1225	1417	849	1206	705	882
GB55306	78	45	434	78	63	271	65	113	40	383	217	191	74	49	424	90	61	314	100	115	60	383	215	189
GB55307	954	1964	2113	1110	1005	5867	1731	1592	836	4066	2864	2874	243	2172	470	1110	1007	5843	359	355	818	4053	2872	2889
GB55312	37	25	168	17	20	88	55	135	78	116	39	127	38	20	169	17	20	86	57	135	79	115	37	124
GB55319	56	55	74	143	55	112	198	318	280	91	15	43	56	55	74	143	55	112	198	318	280	91	15	44
GB55320	58	55	74	143	55	112	199	320	280	92	15	43	56	55	74	143	55	112	199	320	280	92	15	43
GB55322	146	109	126	252	81	190	373	646	561	184	42	93	144	108	126	253	81	190	372	645	561	183	42	93
GB55323	75	64	123	45	24	95	93	84	63	135	96	73	75	63	120	21	24	95	64	75	45	90	63	45
GB55324	108	118	155	106	77	240	168	238	169	316	212	187	91	140	161	97	68	227	161	208	170	316	200	187
GB55328	3644	1675	4672	2300	1987	7165	4314	4745	3098	6491	4603	6233	3110	1609	4560	2300	1988	7165	3980	4509	2679	6487	4597	6217
GB55330	14	11	32	14	10	59	25	26	14	63	33	75	14	11	32	8	3	1	25	26	15	63	33	75
GB55331	0	1	0	4	3	2	4	7	3	3	0	0	0	1	1	4	4	2	4	7	3	3	1	1
GB55332	21	17	17	170	10	8	230	346	178	21	18	25	28	12	15	177	10	9	227	342	170	13	7	13
GB55338	1	0	17	1	4	27	8	12	0	4	0	1	5	2	22	0	2	30	11	0	1	0	2	5
GB55348	9131	1254	7815	5304	3729	8198	6429	9351	6036	8781	6142	7953	9157	1260	7807	4107	2792	5780	6661	9117	6174	4326	3270	8177
GB55349	362	39	966	240	144	265	298	543	297	370	328	215	327	9	910	200	144	255	287	528	287	404	323	225
GB55350	570	132	1060	421	165	676	451	782	575	617	313	651	455	107	883	410	162	657	449	803	536	575	258	627
GB55352	4	13	6	2	0	6	0	4	4	2	6	2	4	13	6	0	0	3	2	5	1	1	2	6
GB55353	138	35	114	127	92	189	161	241	252	114	99	61	61	14	38	128	92	189	176	230	74	41	51	49
GB55354	17	37	38	19	23	48	40	33	45	61	41	7	17	37	38	19	23	48	42	49	17	16	14	19
GB55355	1790	4282	3434	1659	1026	7076	3369	4280	3173	3469	2452	3357	1790	4035	3434	1623	1026	7076	3265	4092	2628	3051	2169	3233
GB55356	243	18	465	472	255	518	572	759	339	296	150	260	243	16	456	511	245	484	299	550	144	241	170	217
GB55357	24	4	51	35	26	52	69	43	54	95	17	8	25	4	46	35	26	52	13	58	10	4	1	6
GB55363	7	3	4	1	1	2	7	14	9	15	7	6	0	31	6	0	9	11	2	10	5	10	6	4
GB55364	34	36	46	18	5	20	31	43	27	43	25	51	24	16	23	13	11	12	31	42	27	42	24	49
GB55373	5	87	92	16	46	199	84	56	7	37	121	72	5	88	92	16	46	199	76	61	2	37	121	72
GB55375	653	668	2724	1124	532	3294	1430	1888	1151	2748	1999	2163	623	690	2629	955	469	2753	1365	1778	950	1875	1346	2724
GB55376	42	39	30	12	11	27	29	32	41	27	26	76	86	73	106	33	11	30	68	96	93	25	33	72
GB55377	2	3	28	0	0	12	1	17	10	1	20	5	18	2	0	0	4	1	1	18	10	1	1	1
GB55378	671	374	1407	671	211	1096	753	554	409	996	560	749	235	205	578	671	211	1088	233	485	73	981	544	751
GB55379	2	0	0	0	0	11	0	2	15	25	0	0	0	0	0	0	0	11	0	1	15	16	0	0
GB55380	296	38	30	8	41	125	51	9	100	220	7	87	300	39	32	10	49	87	47	9	101	110	20	81
GB55383	72	64	55	34	36	72	59	85	46	57	54	38	72	64	55	18	15	23	64	48	49	59	8	56
