""	X8754AD	X875cAD	X875gAD	X8820AD	X882cAD	X882pAD	X888aAD	X888hAD	X888jAD	X894bAD	X894qAD	X894rAD	X8754AQ	X875cAQ	X875gAQ	X8820AQ	X882cAQ	X882pAQ	X888aAQ	X888hAQ	X888jAQ	X894bAQ	X894qAQ	X894rAQ
GB40837	28	70	283	3	2	28	25	3	35	24	58	22	27	63	318	2	0	20	22	2	32	19	45	20
GB40838	16	58	95	33	56	131	42	56	103	89	17	45	0	43	36	50	33	135	45	63	105	83	12	43
GB40839	0	0	16	44	32	32	1	3	6	4	12	10	0	0	19	39	29	25	3	6	5	1	12	12
GB40841	1	2	2	0	1	2	0	0	0	3	0	0	0	1	1	0	3	2	4	0	0	2	3	0
GB40842	88	117	262	157	69	215	261	328	240	178	129	55	60	73	217	135	52	237	230	307	241	89	80	31
GB40845	390	225	330	210	99	348	357	602	543	378	184	278	390	224	330	210	99	348	357	602	543	378	184	278
GB40847	265	226	150	118	113	296	347	410	311	218	172	238	2458	1906	827	104	113	311	462	522	829	227	179	265
GB40848	6	1	1	1	0	1	0	0	0	0	0	0	6	3	0	0	0	2	2	3	2	3	0	0
GB40849	7	15	16	5	4	8	4	5	0	11	9	7	7	19	14	4	4	9	3	5	0	11	8	4
GB40850	64	18	88	50	51	39	36	61	32	51	26	52	66	19	89	50	49	38	17	35	14	51	26	52
GB40851	20	8	27	17	12	9	13	20	8	23	11	15	20	7	27	13	12	8	10	10	3	22	9	13
GB40853	10	6	15	2	3	16	0	18	3	12	8	6	15	7	15	1	7	8	0	18	3	4	1	10
GB40854	7	10	50	30	25	91	70	85	110	80	20	40	8	11	50	36	30	90	76	80	95	60	35	70
GB40855	2	4	23	12	8	35	38	27	27	32	26	28	2	4	23	13	9	35	37	26	23	30	31	34
GB40856	121	42	299	228	124	430	361	286	177	296	363	390	124	47	307	232	123	441	344	272	176	286	387	387
GB40860	0	4	3	0	0	9	12	6	0	7	35	4	2	1	0	1	0	9	12	6	0	7	35	4
GB40861	16	53	55	27	28	91	55	49	29	83	67	45	16	53	55	27	28	88	55	49	29	81	67	45
GB40864	8	2	5	12	0	5	9	38	24	16	11	6	21	2	19	6	2	10	12	35	18	9	11	6
GB40865	3218	70	2092	1285	826	2099	3292	4857	3381	1539	834	1354	1978	52	1729	1062	348	1009	2529	3923	2827	1332	771	676
GB40866	268	964	628	477	318	1443	1186	1142	542	1121	1296	1070	300	733	510	382	215	904	800	642	514	889	799	686
GB40867	2	3	15	0	1	5	5	11	6	7	0	1	1	4	11	0	3	8	12	11	0	7	1	0
GB40868	1087	209	1742	356	378	2051	1088	740	326	968	1228	1070	1042	169	1460	353	405	2100	1051	680	315	705	1216	736
GB40871	43	14	130	12	33	43	37	48	36	46	21	85	17	2	44	19	29	56	2	12	4	46	21	85
GB40872	23	20	22	6	10	24	32	44	41	15	8	5	23	20	22	3	0	38	32	44	41	17	17	10
GB40875	166	474	150	160	180	180	419	488	759	228	160	143	166	474	150	172	9	204	418	488	779	219	216	183
GB40876	3	9	7	1	4	9	9	6	7	7	7	4	3	9	7	1	0	10	9	6	7	7	8	3
GB40880	9	12	8	1	3	17	12	6	9	2	18	6	9	12	8	1	3	17	15	10	3	3	0	1
GB40885	162	35	80	19	19	50	144	136	82	60	35	37	162	35	80	15	9	53	144	136	82	55	29	33
GB40893	0	1	3	1	4	5	14	5	0	1	1	1	0	1	3	3	0	4	14	5	0	4	4	1
GB40894	0	4	6	1	5	10	9	2	2	4	5	5	0	4	6	1	5	10	9	2	2	1	0	1
GB40895	24	66	51	21	16	47	59	68	34	19	80	34	24	66	51	21	16	47	59	68	34	22	1	18
GB40906	4	1	10	10	0	8	11	18	5	7	2	1	0	0	0	11	0	8	11	18	5	7	2	1
GB40907	90	196	137	134	89	247	280	384	232	175	61	33	91	195	137	81	94	211	168	256	204	171	60	33
GB40908	4031	1076	2156	2445	925	1551	4231	6772	5364	1815	847	1159	4032	1004	2654	2587	954	1302	4337	6857	5443	1616	929	1360
GB40909	3	12	16	5	12	69	44	39	13	25	24	24	12	14	19	5	12	69	0	0	0	25	24	24
GB40913	3	1	0	1	5	3	0	3	1	9	1	2	4	1	1	2	5	0	1	3	0	5	2	1
GB40914	3	2	5	0	3	0	0	5	6	4	0	9	2	2	4	0	3	0	1	5	7	3	4	2
GB40915	50	29	397	7	37	465	35	199	445	454	18	30	22	23	16	18	36	12	34	206	443	439	12	17
GB40916	38	19	98	17	4	56	60	61	93	36	5	75	22	11	70	14	3	35	41	43	69	33	8	85
GB40917	2	2	5	0	0	1	1	2	19	14	2	4	0	4	0	3	0	8	1	2	19	19	3	4
GB40920	6	0	18	0	2	21	5	1	21	23	1	3	6	2	0	0	1	0	3	1	20	22	1	3
GB40922	6	5	95	3	8	141	7	136	134	139	6	12	3	9	1	7	7	4	4	134	135	135	2	2
GB40929	10	9	8	7	6	26	16	21	18	22	4	16	8	12	11	6	0	1	0	0	1	0	1	3
GB40930	38	12	34	38	22	22	40	94	70	20	0	10	38	12	34	46	24	14	40	94	70	14	0	10
GB40932	4	1	10	10	0	8	11	18	5	7	2	1	0	0	0	11	0	8	11	18	5	7	2	1
GB40942	0	1	7	0	0	1	0	0	1	1	3	2	0	1	6	0	0	3	0	1	0	1	3	2
GB40944	130	278	741	364	187	455	473	530	454	492	234	353	112	294	726	368	156	451	468	540	437	508	233	316
GB40945	16	89	93	97	65	467	211	191	83	330	379	264	26	186	143	27	60	423	206	203	41	311	335	236
GB40947	0	0	11	1	0	0	0	0	0	3	0	1	0	1	12	1	0	1	0	0	0	3	0	1
GB40950	100	471	953	401	216	562	726	690	560	546	272	415	84	482	910	383	172	626	702	696	552	566	278	370
GB40952	2	33	35	13	1	32	37	41	27	12	16	12	2	32	35	12	1	38	37	41	27	12	16	12
GB40958	4	1	4	2	3	1	7	8	1	8	3	9	3	1	5	1	0	4	6	8	0	5	2	10
GB40960	49	19	8	1	0	21	17	30	25	17	10	5	53	16	9	1	3	25	21	28	26	18	13	3
GB40961	14	22	18	8	0	20	4	3	22	6	17	8	20	26	20	2	0	14	4	2	21	7	6	14
GB40962	1	4	5	0	0	5	0	1	1	1	0	16	0	2	2	0	0	4	0	1	1	1	0	16
GB40967	87	18	116	24	39	26	80	70	40	0	101	14	73	17	112	26	39	26	80	70	40	0	109	14
GB40971	40	31	28	258	7	25	564	1032	788	131	24	14	184	56	51	129	8	19	173	554	405	257	43	23
GB40972	196	96	357	513	234	1430	532	404	421	208	400	298	197	99	360	467	136	1367	524	408	413	205	393	294
GB40973	0	0	2	9	3	3	6	10	9	6	1	1	4	4	3	13	0	4	8	6	11	7	2	3
GB40974	0	1	3	0	1	0	0	0	4	0	0	2	0	0	3	0	1	0	0	0	4	0	0	0
GB40975	80	143	81	65	94	157	94	121	271	269	37	34	34	136	100	89	81	148	64	85	256	230	23	31
GB40976	186	52	70	69	66	137	315	393	153	48	288	246	0	41	75	69	90	139	315	393	153	43	316	285
GB40977	18	19	13	19	11	43	34	48	23	39	29	33	1	17	9	19	11	38	34	48	23	29	26	32
GB40979	13	30	31	14	4	32	36	40	21	12	13	19	12	31	31	15	4	32	36	40	21	12	13	19
GB40980	549	463	607	355	191	821	1036	1175	838	741	548	989	405	486	612	358	187	730	987	1181	758	703	499	927
GB40993	1	3	11	0	6	6	13	33	15	10	2	12	0	3	10	2	9	8	13	35	17	6	4	16
GB40994	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	11	8	2	0	0	2
GB40996	5	0	5	3	1	5	6	8	5	4	1	6	3	0	7	3	1	5	6	5	17	5	0	4
GB40997	45	316	99	107	93	524	286	308	209	532	887	700	47	296	83	70	87	362	236	302	166	522	830	670
GB40999	20	6	23	5	8	7	22	36	24	35	12	32	10	3	8	36	12	25	12	20	17	31	12	31
GB41000	120	108	174	52	34	108	78	97	116	82	141	172	120	108	174	42	44	86	78	96	116	98	77	82
GB41002	108	1	117	111	34	64	129	297	139	102	7	31	43	12	67	111	34	64	128	283	164	54	4	4
GB41003	1451	49	236	674	48	189	1789	2098	1490	1174	132	1153	924	53	689	647	35	112	1789	1339	4483	1168	83	1125
GB41011	297	41	173	273	202	89	288	505	528	89	58	130	202	28	181	273	196	86	250	479	512	91	58	130
GB41018	55	84	32	50	22	96	167	175	139	54	39	29	65	90	32	50	22	96	167	175	139	55	40	30
GB41035	4	11	0	0	6	6	8	15	0	0	2	2	4	2	1	0	6	6	11	15	1	0	2	2
GB41036	64	66	54	17	19	97	51	49	35	61	37	73	69	70	83	18	12	81	49	52	37	56	29	65
GB41045	12	16	8	8	12	27	24	25	9	19	20	29	0	0	14	8	12	27	24	25	9	19	20	29
GB41047	48	195	132	24	20	63	112	284	132	75	14	59	70	187	123	47	23	15	93	284	123	59	9	36
GB41049	8	42	27	7	4	19	6	10	4	14	7	3	21	58	25	2	2	6	7	11	2	11	10	14
GB41052	0	39	4	0	0	1	6	4	0	5	2	3	1	3	0	1	0	0	0	0	1	0	0	1
GB41058	193	432	761	32	23	472	792	1459	906	452	17	271	127	396	372	231	25	54	751	1520	784	90	18	47
GB41060	470	254	379	171	135	377	1208	1942	1269	351	249	211	375	225	378	405	103	517	1176	1997	1273	333	242	184
GB41072	41	45	26	6	2	45	2	11	6	31	14	46	43	49	21	10	2	43	0	9	6	22	6	40
GB41073	38	70	83	66	52	120	67	87	66	85	50	59	30	58	87	66	52	121	66	87	66	87	50	59
GB41074	42	88	71	222	148	203	284	484	434	99	68	59	27	106	37	180	134	208	169	496	332	74	60	65
GB41093	1	0	1	0	0	0	5	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0
GB41094	35	18	100	2	10	20	71	25	54	30	47	75	335	20	497	38	19	107	166	102	77	118	119	97
GB41096	25	0	64	1	9	17	49	19	46	8	39	62	329	2	488	36	15	100	152	93	68	100	113	91
GB41099	4	17	10	0	1	14	12	25	2	6	3	13	11	19	61	4	7	7	33	15	15	10	13	22
GB41126	1	1	4	1	0	2	4	5	1	6	8	1	2	10	6	3	1	11	13	11	4	19	15	4
GB41127	72	25	17	6	9	25	10	2	0	18	48	230	74	32	25	6	4	18	8	2	0	18	48	230
GB41156	0	2	5	1	1	3	0	1	0	6	6	1	0	0	2	0	0	2	1	1	0	1	2	1
GB41193	14	6	25	7	4	35	43	38	30	26	26	13	16	7	23	7	3	16	47	36	32	26	26	15
GB41196	42	4	81	3	0	7	29	29	10	15	6	5	42	4	79	3	0	7	30	27	10	13	5	5
GB41201	0	2	1	0	0	16	6	0	0	7	12	11	0	0	0	0	0	16	6	0	0	7	12	11
GB41203	83	129	197	91	29	205	274	217	273	232	117	270	92	134	198	92	29	205	278	215	271	233	120	280
GB41211	26	71	29	18	23	45	81	133	53	34	24	20	26	71	29	18	23	45	81	133	53	2	0	0
GB41212	15	9	92	26	25	117	30	16	22	22	22	29	12	3	107	18	15	117	23	19	21	22	21	25
GB41214	243	259	167	82	81	128	155	583	128	191	43	112	254	261	163	68	88	122	177	588	120	191	38	116
GB41215	2	2	1	0	0	0	4	0	2	2	2	1	2	2	1	1	1	0	4	0	36	2	2	1
GB41220	33	139	60	105	60	96	196	272	175	68	32	67	32	145	52	104	60	97	199	274	380	66	35	60
GB41221	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	34	0	0	1
GB41222	0	10	0	0	0	0	0	15	0	10	5	0	0	10	0	0	0	0	0	15	170	10	5	1
GB41223	1	5	11	6	1	15	7	0	3	6	14	6	1	3	13	6	2	13	5	3	139	6	9	6
GB41224	9	50	10	7	11	46	58	109	22	27	22	22	9	48	10	7	4	2	58	109	90	27	22	22
GB41225	227	248	718	122	66	795	218	292	138	450	254	252	238	237	706	123	66	785	234	303	445	365	183	189
GB41226	2	1	3	1	0	1	1	5	3	1	1	2	2	1	3	0	0	0	0	5	37	1	1	2
GB41227	172	56	194	211	91	446	504	409	479	213	191	247	131	42	158	217	103	451	445	313	607	139	146	200
GB41228	0	0	1	5	1	12	13	11	16	22	9	0	10	0	3	6	1	10	8	6	8	22	8	0
GB41230	0	1	4	2	1	3	0	23	4	7	0	3	4	2	5	2	1	5	2	1	0	1	0	3
GB41239	173	15	88	37	17	93	105	157	95	89	82	64	187	12	81	37	17	93	105	157	129	0	0	0
GB41240	589	932	3901	377	125	1915	1070	637	297	1400	1458	1036	606	929	3894	372	124	1897	1035	643	874	1400	1450	1031
GB41242	820	504	455	167	177	666	690	519	289	451	773	488	820	503	456	161	170	436	433	501	360	303	526	446
GB41243	28	36	47	39	37	147	76	55	69	92	78	83	21	52	35	39	36	147	76	54	205	92	78	80
GB41246	6	0	21	10	13	30	12	16	6	24	21	28	17	0	1	10	13	29	12	16	40	24	21	28
GB41247	0	0	5	0	0	0	4	0	3	0	0	0	0	0	0	0	0	2	2	0	105	0	0	1
GB41248	7	1	0	0	1	1	14	6	2	2	2	0	7	1	0	0	1	1	10	6	35	2	1	0
GB41250	109	25	103	26	19	59	111	130	107	54	36	48	120	29	87	23	17	32	75	92	178	57	33	54
GB41254	21	18	23	4	5	2	32	26	12	7	7	0	24	18	16	0	4	3	28	24	12	6	6	3
GB41255	54	40	51	13	10	1	62	66	25	21	17	1	53	43	98	4	11	12	62	63	31	22	16	0
GB41258	10	15	5	13	1	9	13	24	17	14	24	17	11	16	5	13	2	8	13	24	17	14	24	17
GB41260	0	18	12	0	6	16	24	33	20	31	24	60	3	3	18	0	0	21	15	30	19	30	24	60
GB41261	8	14	14	6	6	14	28	30	38	22	22	44	20	6	30	2	2	14	8	16	12	12	18	38
GB41262	0	1	2	2	5	10	2	5	0	5	7	11	0	1	3	0	0	13	3	3	0	5	7	11
GB41264	3	9	11	3	6	11	12	22	13	3	1	3	3	9	11	2	7	11	12	22	13	3	1	4
GB41269	9	5	7	0	0	9	5	5	5	10	6	7	0	0	0	3	0	0	0	2	0	10	6	7
GB41270	35	39	55	54	64	136	96	57	62	206	103	156	30	31	75	51	61	138	61	34	26	210	110	148
GB41275	69	102	105	37	64	120	213	194	58	73	90	96	69	103	105	24	48	122	211	196	58	79	106	9
GB41280	358	227	813	729	143	727	271	183	558	564	365	379	356	195	804	727	143	721	325	160	672	562	355	364
GB41281	1	0	11	1	1	10	1	25	13	3	1	15	1	2	18	1	1	9	0	18	12	3	2	17
GB41282	17	15	39	28	7	37	65	103	52	20	16	43	10	8	29	29	7	38	4	36	3	20	16	43
GB41288	9	10	5	1	2	12	26	11	16	7	8	10	0	0	0	1	1	0	0	10	0	7	8	10
GB41300	36	1383	29	3	12	30	47	52	31	12	41	22	36	1343	29	15	15	10	39	40	18	21	5	19
GB41302	56	1413	57	20	8	54	93	103	40	22	5	9	50	1361	47	20	8	54	98	133	44	21	5	9
GB41310	150	10256	1038	125	96	3878	176	322	150	3101	359	415	66	8000	939	124	96	4073	196	369	677	4571	1153	2013
GB41311	44	1705	177	66	82	188	126	168	178	250	127	170	6	1320	2	79	89	203	128	168	160	247	131	167
GB41312	171	13931	238	188	139	466	522	759	397	308	179	255	175	13490	152	188	139	466	552	829	388	32	241	36
GB41313	283	10390	479	298	359	1011	1833	904	831	523	644	609	244	10016	404	298	359	1011	1854	953	824	539	577	604
GB41314	248	28864	296	198	9	256	261	585	229	12	3	48	146	27757	97	199	9	256	324	732	208	39	1	48
GB41315	10	1372	11	5	3	12	10	16	4	3	3	0	5	1320	1	5	3	12	14	14	5	4	0	3
GB41316	89	8307	136	101	85	164	126	179	68	37	89	31	59	7970	76	101	85	165	143	221	62	20	22	31
GB41317	36	5489	41	40	41	76	48	116	64	77	36	25	24	5304	12	40	41	76	60	193	44	11	0	0
GB41319	245	284	272	104	5	261	193	190	39	30	7	21	131	9	19	104	9	266	260	346	18	13	5	8
GB41326	54	72	60	18	4	56	36	43	4	3	6	3	24	0	2	18	4	56	54	84	2	3	6	3
GB41329	27	2755	29	39	1	30	34	82	48	5	3	3	17	2646	12	39	1	30	40	96	46	13	0	4
GB41331	78	13261	118	53	4	129	148	152	52	38	49	39	37	10580	29	54	4	127	171	208	44	34	46	40
GB41332	58	8247	70	68	29	298	208	144	74	195	240	163	63	8082	89	50	37	67	228	187	67	194	239	167
GB41338	76	2857	100	81	57	226	228	180	79	74	97	89	69	2754	68	79	53	213	184	202	65	74	87	86
GB41339	57	5552	82	41	9	76	60	55	53	4	10	18	18	5303	12	43	6	61	105	158	65	4	6	13
GB41340	4	2725	3	0	1	4	28	22	7	2	4	1	2	2641	1	0	1	6	25	28	7	2	3	1
GB41343	535	60044	622	647	322	598	792	655	766	868	504	524	381	58291	515	642	314	594	763	667	748	868	489	500
GB41347	42	1415	48	36	15	45	49	142	45	29	17	12	5	1329	9	9	1	29	50	142	45	29	17	12
GB41352	148	110376	404	675	215	342	1614	1159	1351	92	35	199	162	107135	404	669	234	352	1618	1142	1356	89	30	192
GB41356	48	27361	257	72	65	48	192	181	226	53	22	76	39	26485	150	58	56	53	176	170	227	60	22	88
GB41359	0	1360	0	0	0	0	0	0	0	0	1	0	0	1320	0	0	0	0	0	0	0	0	1	0
GB41360	0	1362	0	1	0	2	0	0	0	1	0	0	0	1320	0	0	0	0	0	0	0	1	0	0
GB41371	80	12	68	51	0	24	10	75	17	16	10	22	79	14	53	9	2	29	10	92	17	10	5	18
GB41377	64	36	149	126	23	126	46	28	96	98	66	61	61	33	141	126	23	125	56	27	116	98	63	61
GB41394	2	1	3	0	1	2	0	2	0	1	2	0	1	0	6	1	1	4	0	4	0	1	1	0
GB41401	268	102	396	416	168	501	691	768	912	340	180	284	154	61	290	419	145	525	696	763	912	373	224	304
GB41403	3	0	2	3	0	19	2	3	7	25	1	8	1	0	0	4	1	18	3	1	7	25	2	7
GB41405	9	8	3	5	2	22	3	3	5	41	1	12	9	3	4	4	2	23	7	3	5	43	6	13
GB41407	0	1	2	0	0	2	1	1	1	1	2	6	0	0	1	0	2	0	1	1	1	1	2	6
GB41408	5	5	0	13	0	17	19	6	25	17	25	4	6	4	0	13	0	17	18	4	23	17	23	5
GB41409	34	0	5	0	18	48	5	18	30	0	38	18	34	0	6	0	18	23	5	12	30	0	25	24
GB41414	5	9	11	15	0	6	0	1	0	6	0	0	3	9	9	9	0	0	0	3	0	6	0	1
GB41415	583	17	115	92	24	64	186	329	234	80	24	34	322	17	115	84	24	64	184	329	234	80	24	34
GB41417	33	120	400	132	50	114	132	213	99	85	66	100	33	131	386	133	51	117	84	207	85	84	66	102
GB41425	8	30	27	15	9	26	43	40	59	27	19	26	20	21	5	15	9	26	43	40	61	27	19	26
GB41429	5	3	11	9	4	10	14	14	19	4	1	6	5	3	11	6	3	9	15	15	19	4	2	5
GB41430	42	72	85	59	46	124	108	90	59	103	114	119	31	96	83	59	46	123	108	92	58	103	114	119
GB41433	1	1	0	0	0	0	2	3	0	0	0	1	0	1	1	0	0	0	0	2	1	1	0	1
GB41440	366	936	530	413	220	551	611	662	403	595	599	609	356	928	536	425	232	609	594	659	389	595	596	601
GB41441	80	61	53	10	23	181	134	86	17	97	121	164	44	46	37	10	23	181	134	86	17	95	121	145
GB41443	62	182	194	114	81	259	187	217	128	226	216	204	62	182	194	114	81	259	187	197	128	226	216	204
GB41447	13	17	10	15	13	13	26	36	17	14	13	16	13	18	10	15	13	13	26	36	17	14	13	16
GB41457	1	1	0	1	0	3	1	6	4	8	2	2	1	0	4	1	0	3	0	5	1	8	2	2
GB41458	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	0	0	1	0	6	1	0
GB41460	12	22	19	5	0	10	4	23	6	10	8	7	1	2	14	5	1	8	6	28	6	4	1	2
GB41461	88	28	46	39	1	24	41	144	86	45	56	65	116	40	71	33	0	28	29	56	18	46	53	64
GB41462	6	16	7	9	0	22	13	38	42	31	0	13	2	16	2	8	1	22	4	2	14	34	0	11
GB41463	179	120	871	241	66	228	201	322	225	194	6	357	185	120	876	324	48	244	197	323	226	198	4	356
GB41464	9	0	13	4	8	7	3	5	9	3	0	1	9	0	16	2	6	3	4	9	6	0	0	0
GB41466	92	36	111	44	39	124	192	244	117	76	62	48	91	32	108	44	38	123	190	244	117	76	62	48
GB41467	17	7	36	12	6	27	44	31	16	26	19	39	13	8	33	10	6	24	42	31	21	28	20	41
GB41468	83	78	48	24	25	68	62	94	76	68	43	107	84	74	42	25	16	54	54	84	42	58	25	76
GB41471	51	14	82	25	27	78	107	142	61	39	36	47	51	14	82	25	27	78	107	142	61	37	31	24
GB41474	99	125	489	202	43	134	158	153	222	192	83	297	98	119	495	181	42	158	180	152	219	188	81	295
GB41475	0	0	4	0	0	1	1	5	4	5	0	4	0	0	3	0	0	0	0	5	4	5	0	4
GB41476	12	22	19	5	0	10	4	23	6	10	8	7	1	2	14	5	1	8	6	28	6	4	1	2
GB41479	2	1	0	5	2	14	3	9	4	19	6	5	2	1	6	8	5	14	2	8	1	32	6	12
GB41483	21	4	6	0	2	8	8	22	6	8	0	0	18	4	6	0	2	8	8	22	6	8	0	0
GB41486	102	324	210	117	111	372	219	249	144	162	150	186	102	324	210	117	114	375	219	249	152	162	151	188
GB41495	318	734	913	519	390	1462	971	984	628	1009	1084	964	278	731	898	479	345	1044	841	832	552	1013	1080	964
GB41498	394	1062	569	477	252	607	675	759	454	695	666	681	393	1061	571	478	254	617	674	758	450	694	666	682
GB41505	236	251	527	321	89	518	557	488	543	297	59	504	254	175	543	301	79	508	634	410	495	297	55	466
GB41507	9	11	9	9	3	10	12	17	10	14	3	13	10	11	10	9	3	10	12	18	10	14	3	12
GB41508	36	92	27	11	37	26	22	29	21	28	26	44	10	9	18	0	3	9	9	11	4	5	7	2
GB41512	42	5	2	21	0	11	19	14	26	6	3	11	48	3	4	16	2	11	21	16	25	3	3	11
GB41513	22	0	2	22	15	8	15	16	4	35	30	1	10	5	0	22	16	8	18	24	3	35	31	0
GB41515	0	0	0	0	3	0	36	20	5	2	0	4	1	2	0	0	3	1	0	3	4	2	0	5
GB41516	3	9	6	2	1	3	2	5	5	4	3	0	0	21	6	2	1	3	1	5	2	6	2	0
GB41518	16	80	184	43	30	81	102	81	52	51	48	42	7	83	167	43	30	81	58	73	34	51	48	42
GB41519	39	43	49	31	38	32	68	87	88	35	13	20	40	34	26	31	38	32	66	88	88	34	13	20
GB41520	194	82	975	303	96	634	321	642	162	158	163	177	145	81	964	305	94	635	314	634	156	156	161	177
GB41521	9708	2089	2969	3964	992	3723	5716	8354	6609	2108	101	2709	2793	2092	2951	3698	965	3619	5714	8357	6604	2102	95	2476
GB41523	1244	51	295	239	65	166	473	821	597	223	81	99	804	50	294	224	65	164	472	822	597	225	81	98
GB41524	4	0	2	4	3	3	6	3	5	8	0	1	19	0	0	10	2	5	33	3	21	11	0	0
GB41526	5	9	11	15	0	6	0	1	0	6	0	0	3	9	9	9	0	0	0	3	0	6	0	1
GB41542	938	1099	1897	1134	502	1359	1366	2382	1934	1025	563	797	945	1154	1482	1119	489	1328	1372	2417	1881	1097	639	701
GB41544	75	23	23	13	12	32	26	48	52	26	7	21	50	14	7	6	1	9	13	30	32	8	2	10
GB41547	758	960	1278	999	461	1180	1146	1876	1593	827	475	627	790	1032	961	999	460	1181	1174	1929	1568	933	562	552
GB41549	1512	1929	4431	2612	1179	2294	2716	3974	3615	3406	1263	2916	1492	1912	4413	2614	1187	2280	2679	3943	3617	3449	1281	2904
GB41552	24	21	28	11	3	19	60	53	25	9	43	28	20	22	18	30	20	37	45	36	28	2	5	3
GB41553	19	38	22	41	30	91	86	147	79	21	15	20	15	61	30	41	30	91	0	4	0	23	17	0
GB41557	2	2	1	0	0	0	2	1	3	0	3	6	1	2	2	0	0	1	3	0	2	0	3	5
GB41559	8	0	106	28	9	36	7	2	15	53	21	31	9	1	114	28	8	49	7	2	15	42	56	42
GB41560	0	0	2	0	0	5	1	4	4	1	2	2	2	5	4	0	0	3	2	2	0	3	0	3
GB41562	1082	121	1052	397	89	262	381	636	805	733	232	620	871	96	1041	407	95	264	375	484	752	455	167	224
GB41564	85	38	85	89	13	61	136	153	153	93	50	84	79	26	77	78	11	56	140	154	149	93	51	84
GB41569	0	6	2	2	0	1	13	2	0	0	0	0	1	9	1	2	0	1	15	4	0	0	1	0
GB41573	6	14	14	14	16	30	22	12	4	22	20	27	0	1	0	2	0	0	0	1	0	2	0	1
GB41584	20	25	10	8	1	14	20	11	3	26	27	26	0	21	9	0	20	5	92	36	46	20	74	5
GB41590	76	150	94	82	42	87	257	218	141	97	4	61	75	148	85	34	78	125	176	178	148	96	6	60
GB41591	59	83	147	140	73	133	293	404	311	63	48	27	54	81	143	138	72	133	293	404	311	63	48	27
GB41595	246	66	328	96	54	259	314	224	122	276	126	282	272	84	368	76	28	175	290	204	110	250	154	302
GB41596	5	3	12	0	1	5	8	12	4	14	6	5	6	6	13	0	1	5	8	12	4	13	6	5
GB41598	1	11	7	4	6	16	33	24	8	6	5	4	1	11	1	4	6	16	33	24	8	6	5	4
GB41602	45	36	125	18	33	79	114	82	60	40	34	49	45	36	125	18	33	79	69	50	32	44	58	45
GB41606	341	301	1451	616	384	1473	933	1549	755	1042	589	908	376	250	1447	612	376	1488	932	1551	752	1047	603	913
GB41607	29	23	34	46	14	32	68	107	59	25	9	20	29	23	34	46	14	32	68	107	59	25	9	21
GB41608	39	53	64	63	43	82	149	201	107	55	29	50	56	20	93	20	18	48	68	196	18	53	22	44
GB41609	8	8	27	2	6	7	16	12	6	28	11	29	5	6	27	3	1	11	16	12	6	28	11	28
GB41613	61	2	103	20	8	47	18	22	27	74	60	63	66	0	104	20	10	47	18	22	27	74	59	63
GB41617	70	147	361	303	181	873	260	267	119	379	270	341	73	151	379	212	167	599	187	194	93	270	192	245
GB41619	0	0	0	0	0	2	2	0	2	1	0	1	0	0	0	0	0	2	0	0	0	1	0	1
GB41624	0	6	15	31	0	48	23	58	18	6	9	36	9	12	24	34	6	39	6	27	30	6	0	33
GB41625	42	9	161	420	80	1034	330	594	258	606	469	740	62	6	130	440	98	1079	348	546	308	700	517	818
GB41628	23	16	40	15	16	60	69	89	49	34	22	22	26	15	33	15	16	59	73	86	48	33	22	22
GB41629	78	60	130	170	104	201	43	72	49	88	50	100	35	7	86	50	36	70	58	100	98	220	136	201
GB41630	0	0	1	2	0	3	1	2	0	2	0	2	0	0	1	2	0	1	1	2	0	2	0	2
GB41632	33	34	28	21	35	53	74	79	92	27	37	36	0	0	14	21	35	53	74	79	92	27	37	36
GB41634	6	11	10	6	2	9	14	11	5	11	7	12	3	3	5	7	4	9	12	9	1	7	4	8
GB41639	71	19	83	15	24	60	57	43	39	50	64	69	69	19	85	11	18	23	52	39	32	50	64	69
GB41641	0	0	6	2	18	8	9	14	0	0	3	10	0	24	10	2	16	10	14	12	0	4	6	4
GB41645	568	198	377	285	208	553	752	661	487	689	404	430	503	233	331	282	215	527	547	669	488	712	440	442
GB41646	126	226	278	215	142	527	391	533	223	238	274	224	176	225	205	273	142	552	390	508	223	249	274	212
GB41647	38	90	118	33	7	56	78	149	94	57	39	66	41	79	117	32	7	56	62	107	65	54	36	45
GB41649	23	67	38	6	9	20	33	51	25	15	21	23	23	67	38	11	3	15	35	58	23	15	21	23
GB41651	150	387	283	181	157	385	198	523	301	173	128	175	150	390	283	200	135	372	187	73	58	178	121	170
GB41653	11	25	41	14	15	74	13	7	0	9	7	13	8	23	16	3	4	13	14	7	0	2	4	5
GB41658	52	62	42	189	37	169	144	205	239	230	154	198	90	143	42	186	37	167	52	63	52	251	166	172
GB41659	65	110	491	39	48	165	156	74	73	147	117	169	65	88	416	39	49	96	102	57	47	155	130	198
GB41660	14	0	7	7	8	13	2	1	2	6	0	14	4	0	3	29	0	6	17	8	8	2	0	2
GB41672	88	261	176	143	45	118	247	371	302	139	88	111	91	254	167	142	45	117	232	356	293	131	84	107
